Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
14:43:52:2737,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
14:43:52:2737,Select Drug,Vecuronium,-,-,-,-,-,14:43:56:8727,
14:43:56:8727,Move Syringe,no,0.00,0,0,0,0,14:43:58:3412,
14:43:58:3412,Fill Syringe,Vecuronium,6,1,0,0,0,14:44:01:7047,
14:44:01:7047,Apply Lable,Vecuronium,6,1,1,0,0,14:44:02:9129,
14:44:02:9129,AdministerSyringe,Vecuronium,6,1,1,1,0,14:44:11:4396,
14:44:11:4396,Trash Syringe,Vecuronium,6,1,1,1,1,14:44:20:1845,
14:44:21:0127,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
14:44:21:0127,Select Drug,Midazolam,-,-,-,-,-,14:44:30:5358,
14:44:30:5358,Move Syringe,no,0.00,0,0,0,0,14:44:37:4500,
14:44:37:4500,Fill Syringe,Midazolam,8,1,0,0,0,14:44:42:7683,
14:44:42:7683,Apply Lable,Midazolam,8,1,1,0,0,14:44:43:8447,
14:44:43:8447,AdministerSyringe,Midazolam,8,1,1,1,0,14:44:45:4846,
14:44:45:4846,Trash Syringe,Midazolam,8,1,1,1,1,14:44:48:0675,
14:44:52:1421,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
14:44:52:1421,Select Drug,Atropine,-,-,-,-,-,14:45:09:6804,
14:45:09:6804,Move Syringe,no,0.00,0,0,0,0,14:45:10:9854,
14:45:10:9854,Fill Syringe,Atropine,12,1,0,0,0,14:45:13:7855,
14:45:13:7855,Apply Lable,Atropine,12,1,1,0,0,14:45:14:7461,
14:45:14:7461,AdministerSyringe,Atropine,12,1,1,1,0,14:45:16:0878,
14:45:16:0878,Trash Syringe,Atropine,12,1,1,1,1,14:45:19:1003,
14:45:19:9281,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
14:45:19:9281,Select Drug,Lidocaine,-,-,-,-,-,14:45:26:8662,
14:45:26:8662,Move Syringe,no,0.00,0,0,0,0,14:45:28:9943,
14:45:28:9943,Fill Syringe,Lidocaine,4,1,0,0,0,14:45:40:8970,
14:45:40:8970,Apply Lable,Lidocaine,4,1,1,0,0,14:45:41:8898,
14:45:41:8898,AdministerSyringe,Lidocaine,4,1,1,1,0,14:45:43:2489,
14:45:43:2489,Trash Syringe,Lidocaine,4,1,1,1,1,14:45:45:6182,
14:45:48:0371,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
14:45:48:0371,Select Drug,Lidocaine,-,-,-,-,-,14:45:52:7387,
14:45:52:7392,Move Syringe,no,0.00,0,0,0,0,14:45:54:1550,
14:45:54:1550,Fill Syringe,Lidocaine,7,1,0,0,0,14:46:00:5011,
14:46:00:5011,Apply Lable,Lidocaine,7,1,1,0,0,14:46:01:7590,
14:46:01:7590,AdministerSyringe,Lidocaine,7,1,1,1,0,14:46:10:2206,
14:46:10:2206,Trash Syringe,Lidocaine,7,1,1,1,1,14:46:13:9606,
14:46:18:4896,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
14:46:18:4896,Select Drug,Midazolam,-,-,-,-,-,14:46:23:8379,
14:46:23:8379,Move Syringe,no,0.00,0,0,0,0,14:46:30:1462,
14:46:30:1462,Fill Syringe,Midazolam,7,1,0,0,0,14:46:31:0917,
14:46:31:0917,Apply Lable,Midazolam,7,1,1,0,0,14:46:32:4824,
14:46:32:4824,AdministerSyringe,Midazolam,7,1,1,1,0,14:46:35:2323,
14:46:35:2323,Trash Syringe,Midazolam,7,1,1,1,1,14:46:41:9555,
14:46:41:9555,Select Drug,Midazolam,-,-,-,-,-,14:46:50:8831,
14:46:50:8831,Move Syringe,no,0.00,0,0,0,0,14:46:53:5092,
14:46:53:5092,Fill Syringe,Midazolam,5,1,0,0,0,14:46:56:8221,
14:46:56:8221,Apply Lable,Midazolam,5,1,1,0,0,14:46:57:8157,
14:46:57:8157,AdministerSyringe,Midazolam,5,1,1,1,0,14:46:59:1583,
14:46:59:1583,Trash Syringe,Midazolam,5,1,1,1,1,14:47:02:4014,
14:47:09:1910,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
14:47:09:1910,Select Drug,Propofol,-,-,-,-,-,14:47:21:6138,
14:47:21:6138,Move Syringe,no,0.00,0,0,0,0,14:47:23:5604,
14:47:23:5604,Fill Syringe,Propofol,22,1,0,0,0,14:47:28:8795,
14:47:28:8795,Apply Lable,Propofol,22,1,1,0,0,14:47:29:9885,
14:47:29:9885,AdministerSyringe,Propofol,22,1,1,1,0,14:47:31:2153,
14:47:31:2153,Trash Syringe,Propofol,22,1,1,1,1,14:47:40:6811,
14:47:55:8704,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
14:47:55:8704,Select Drug,Rocuronium,-,-,-,-,-,14:48:02:1166,
14:48:02:1166,Move Syringe,no,0.00,0,0,0,0,14:48:03:9520,
14:48:03:9520,Fill Syringe,Rocuronium,12,1,0,0,0,14:48:07:3992,
14:48:07:3992,Apply Lable,Rocuronium,12,1,1,0,0,14:48:08:2425,
14:48:08:2425,AdministerSyringe,Rocuronium,12,1,1,1,0,14:48:14:0489,
14:48:14:0489,Trash Syringe,Rocuronium,12,1,1,1,1,14:48:25:7497,
14:48:27:8207,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
14:48:27:8207,Select Drug,Propofol,-,-,-,-,-,14:48:31:2468,
14:48:31:2468,Move Syringe,no,0.00,0,0,0,0,14:48:33:3420,
14:48:33:3420,Fill Syringe,Propofol,28,1,0,0,0,14:48:41:4712,
14:48:41:4712,Apply Lable,Propofol,28,1,1,0,0,14:48:42:5311,
14:48:42:5311,AdministerSyringe,Propofol,28,1,1,1,0,14:48:50:9877,
14:48:50:9877,Trash Syringe,Propofol,28,1,1,1,1,14:48:53:8354,
14:48:55:6247,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
14:48:55:6247,Select Drug,Atropine,-,-,-,-,-,14:48:59:0343,
14:48:59:0343,Move Syringe,no,0.00,0,0,0,0,14:49:00:7669,
14:49:00:7669,Fill Syringe,Atropine,12,1,0,0,0,14:49:06:5827,
14:49:06:5827,Apply Lable,Atropine,12,1,1,0,0,14:49:07:6255,
14:49:07:6255,AdministerSyringe,Atropine,12,1,1,1,0,14:49:08:8849,
14:49:08:8849,Trash Syringe,Atropine,12,1,1,1,1,14:49:11:9140,
14:49:29:6259,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
14:49:29:6259,Select Drug,Succinylcholine,-,-,-,-,-,14:49:34:5175,
14:49:34:5175,Move Syringe,no,0.00,0,0,0,0,14:49:36:2171,
14:49:36:2171,Fill Syringe,Succinylcholine,8,1,0,0,0,14:49:38:9510,
14:49:38:9510,Apply Lable,Succinylcholine,8,1,1,0,0,14:49:39:8945,
14:49:39:8945,AdministerSyringe,Succinylcholine,8,1,1,1,0,14:49:41:2200,
14:49:41:2200,Trash Syringe,Succinylcholine,8,1,1,1,1,14:49:43:7839,
14:50:05:0940,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
14:50:05:0940,Select Drug,Lidocaine,-,-,-,-,-,14:50:09:4979,
14:50:09:4979,Move Syringe,no,0.00,0,0,0,0,14:50:12:1234,
14:50:12:1234,Fill Syringe,Lidocaine,4,1,0,0,0,14:50:25:9229,
14:50:25:9229,Apply Lable,Lidocaine,4,1,1,0,0,14:50:26:8003,
14:50:26:8003,AdministerSyringe,Lidocaine,4,1,1,1,0,14:50:28:0928,
14:50:28:0928,Trash Syringe,Lidocaine,4,1,1,1,1,14:50:30:4847,
14:50:32:9197,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
14:50:32:9197,Select Drug,Fentanyl,-,-,-,-,-,14:50:37:6213,
14:50:37:6213,Move Syringe,no,0.00,0,0,0,0,14:50:44:6968,
14:50:44:6968,Fill Syringe,Fentanyl,4,1,0,0,0,14:50:49:1321,
14:50:49:1321,Apply Lable,Fentanyl,4,1,1,0,0,14:50:49:9603,
14:50:49:9603,AdministerSyringe,Fentanyl,4,1,1,1,0,14:50:51:6494,
14:50:51:6494,Trash Syringe,Fentanyl,4,1,1,1,1,14:50:53:9520,

