Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
11:31:36:3854,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
11:31:36:3859,Select Drug,Vecuronium,-,-,-,-,-,11:31:42:1267,
11:31:42:1267,Move Syringe,no,0.00,0,0,0,0,11:31:45:7003,
11:31:45:7003,Fill Syringe,Vecuronium,6,1,0,0,0,11:31:52:6248,
11:31:52:6248,Apply Lable,Vecuronium,6,1,1,0,0,11:31:54:3809,
11:31:54:3809,AdministerSyringe,Vecuronium,6,1,1,1,0,11:31:57:4617,
11:31:57:4617,Trash Syringe,Vecuronium,6,1,1,1,1,11:32:01:5777,
11:32:08:7229,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
11:32:08:7229,Select Drug,Midazolam,-,-,-,-,-,11:32:12:2162,
11:32:12:2162,Move Syringe,no,0.00,0,0,0,0,11:32:14:4637,
11:32:14:4637,Fill Syringe,Midazolam,8,1,0,0,0,11:32:17:2642,
11:32:17:2642,Apply Lable,Midazolam,8,1,1,0,0,11:32:18:9862,
11:32:18:9862,AdministerSyringe,Midazolam,8,1,1,1,0,11:32:21:7200,
11:32:21:7200,Trash Syringe,Midazolam,8,1,1,1,1,11:32:25:6450,
11:32:39:4353,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
11:32:39:4353,Select Drug,Atropine,-,-,-,-,-,11:32:42:5166,
11:32:42:5166,Move Syringe,no,0.00,0,0,0,0,11:32:44:8132,
11:32:44:8132,Fill Syringe,Atropine,8,1,0,0,0,11:32:45:9071,
11:32:45:9071,Trash Syringe,Atropine,8,1,0,0,1,11:32:53:3947,
11:32:53:3947,Select Drug,Atropine,-,-,-,-,-,11:32:56:4398,
11:32:56:4398,Move Syringe,no,0.00,0,0,0,0,11:32:58:6684,
11:32:58:6684,Fill Syringe,Atropine,12,1,0,0,0,11:32:59:8285,
11:32:59:8285,Apply Lable,Atropine,12,1,1,0,0,11:33:01:3189,
11:33:01:3189,AdministerSyringe,Atropine,12,1,1,1,0,11:33:03:6382,
11:33:03:6382,Trash Syringe,Atropine,12,1,1,1,1,11:33:06:8323,
11:33:09:2668,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
11:33:09:2668,Select Drug,Lidocaine,-,-,-,-,-,11:33:21:6841,
11:33:21:6841,Move Syringe,no,0.00,0,0,0,0,11:33:23:8810,
11:33:23:8810,Fill Syringe,Lidocaine,4,1,0,0,0,11:33:28:6692,
