Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
00:00:00:0000,Select Drug,Cefazolin,-,-,-,-,-,12:07:14:4758,
12:07:14:4758,Move Syringe,no,0.00,0,0,0,0,12:07:16:7107,
12:07:16:7107,Fill Syringe,Cefazolin,21,1,0,0,0,12:07:19:7432,
12:07:19:7432,Apply Lable,Cefazolin,21,1,1,0,0,12:07:21:2000,
12:07:21:2000,AdministerSyringe,Cefazolin,21,1,1,1,0,12:07:23:6015,
12:07:23:6015,Trash Syringe,Cefazolin,21,1,1,1,1,12:07:26:5464,
12:07:26:5464,Select Drug,Cefazolin,-,-,-,-,-,12:07:33:2847,
12:07:33:2847,Move Syringe,no,0.00,0,0,0,0,12:07:35:2468,
12:07:35:2468,Fill Syringe,Cefazolin,40,1,0,0,0,12:07:37:5836,
12:07:37:5836,Apply Lable,Cefazolin,40,1,1,0,0,12:07:39:8190,
12:07:40:6486,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
12:07:39:8190,AdministerSyringe,Cefazolin,40,1,1,1,0,12:07:44:1931,
12:07:44:1931,Trash Syringe,Cefazolin,40,1,1,1,1,12:07:50:7144,
12:07:50:7144,Select Drug,Cefazolin,-,-,-,-,-,12:07:55:4994,
12:07:55:4994,Remove Drug,Cefazolin,-,-,-,-,-,12:08:04:6981,
12:08:04:6981,Select Drug,Fentanyl,-,-,-,-,-,12:08:09:2504,
12:08:09:2504,Move Syringe,no,0.00,0,0,0,0,12:08:13:2502,
12:08:13:2502,Fill Syringe,Fentanyl,40,1,0,0,0,12:08:14:2469,
12:08:14:2469,Trash Syringe,Fentanyl,40,1,0,0,1,12:08:27:0955,
12:08:27:0955,Select Drug,Midazolam,-,-,-,-,-,12:08:34:5028,
12:08:34:5028,Move Syringe,no,0.00,0,0,0,0,12:08:37:3102,
12:08:37:3102,Fill Syringe,Midazolam,40,1,0,0,0,12:08:38:2053,
12:08:38:2053,AdministerSyringe,Midazolam,40,1,0,1,0,12:08:43:6721,
12:08:43:6721,Trash Syringe,Midazolam,40,1,0,1,1,12:08:46:9545,
12:08:46:9545,Select Drug,Clycopyrrolate injection,-,-,-,-,-,12:08:55:4173,
12:08:55:4173,Move Syringe,no,0.00,0,0,0,0,12:08:58:3086,
12:08:58:3086,Fill Syringe,Clycopyrrolate injection,31,1,0,0,0,12:09:00:9266,
12:09:00:9266,Apply Lable,Clycopyrrolate injection,31,1,1,0,0,12:09:02:2846,
12:09:02:2846,AdministerSyringe,Clycopyrrolate injection,31,1,1,1,0,12:09:04:4883,
12:09:04:4883,Trash Syringe,Clycopyrrolate injection,31,1,1,1,1,12:09:07:5384,
12:09:07:5384,Select Drug,Midazolam,-,-,-,-,-,12:09:11:7753,
12:09:11:7753,Move Syringe,no,0.00,0,0,0,0,12:09:13:7222,
12:09:13:7222,Fill Syringe,Midazolam,31,1,0,0,0,12:09:14:6664,
12:09:14:6664,Apply Lable,Midazolam,31,1,1,0,0,12:09:16:6049,
12:09:16:6049,AdministerSyringe,Midazolam,31,1,1,1,0,12:09:19:3379,

