Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
14:45:30:1222,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
14:45:30:1222,Select Drug,Vecuronium,-,-,-,-,-,14:45:35:4289,
14:45:35:4289,Move Syringe,no,0.00,0,0,0,0,14:45:37:2111,
14:45:37:2111,Fill Syringe,Vecuronium,6,1,0,0,0,14:45:43:5225,
14:45:43:5225,Apply Lable,Vecuronium,6,1,1,0,0,14:45:45:9074,
14:45:45:9074,AdministerSyringe,Vecuronium,6,1,1,1,0,14:45:48:9555,
14:45:48:9555,Trash Syringe,Vecuronium,6,1,1,1,1,14:45:53:9684,
14:46:02:8966,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
14:46:03:3443,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
14:46:03:3443,Select Drug,Atropine,-,-,-,-,-,14:46:09:6201,
14:46:09:6201,Move Syringe,no,0.00,0,0,0,0,14:46:11:5152,
14:46:11:5152,Fill Syringe,Atropine,6,1,0,0,0,14:46:13:9179,
14:46:13:9179,Trash Syringe,Atropine,6,1,0,0,1,14:46:19:4011,
14:46:19:4011,Select Drug,Atropine,-,-,-,-,-,14:46:45:6734,
14:46:45:6734,Move Syringe,no,0.00,0,0,0,0,14:46:48:2493,
14:46:48:2493,Fill Syringe,Atropine,12,1,0,0,0,14:46:51:1986,
14:46:51:1986,Apply Lable,Atropine,12,1,1,0,0,14:46:54:7636,
14:46:54:7636,AdministerSyringe,Atropine,12,1,1,1,0,14:46:59:2371,
14:46:59:2371,Trash Syringe,Atropine,12,1,1,1,1,14:47:21:7867,
14:47:23:6588,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
14:47:23:6588,Select Drug,Lidocaine,-,-,-,-,-,14:47:27:9016,
14:47:27:9016,Move Syringe,no,0.00,0,0,0,0,14:47:31:3052,
14:47:31:3052,Fill Syringe,Lidocaine,4,1,0,0,0,14:47:42:2568,
14:47:42:2568,Apply Lable,Lidocaine,4,1,1,0,0,14:47:43:9453,
14:47:43:9453,AdministerSyringe,Lidocaine,4,1,1,1,0,14:47:48:0041,
14:47:48:0041,Trash Syringe,Lidocaine,4,1,1,1,1,14:47:51:8930,
14:47:59:2006,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
14:47:59:2006,Select Drug,Lidocaine,-,-,-,-,-,14:48:01:6832,
14:48:01:6832,Move Syringe,no,0.00,0,0,0,0,14:48:03:6630,
14:48:03:6630,Fill Syringe,Lidocaine,7,1,0,0,0,14:48:08:7160,
14:48:08:7160,Apply Lable,Lidocaine,7,1,1,0,0,14:48:10:7014,
14:48:10:7014,AdministerSyringe,Lidocaine,7,1,1,1,0,14:48:19:7922,
14:48:19:7922,Trash Syringe,Lidocaine,7,1,1,1,1,14:48:24:6543,
14:48:25:3667,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
14:48:25:3667,Select Drug,Midazolam,-,-,-,-,-,14:48:28:6159,
14:48:28:6159,Move Syringe,no,0.00,0,0,0,0,14:48:30:1973,
14:48:30:1973,Fill Syringe,Midazolam,5,1,0,0,0,14:48:33:3120,
14:48:33:3120,Apply Lable,Midazolam,5,1,1,0,0,14:48:34:8522,
14:48:34:8522,AdministerSyringe,Midazolam,5,1,1,1,0,14:48:37:7350,
