Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
08:28:36:0882,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
08:28:36:0887,Select Drug,Vecuronium,-,-,-,-,-,08:28:42:2917,
08:28:42:2917,Move Syringe,no,0.00,0,0,0,0,08:28:44:4881,
08:28:44:4881,Fill Syringe,Vecuronium,6,1,0,0,0,08:28:48:5969,
08:28:48:5969,Apply Lable,Vecuronium,6,1,1,0,0,08:28:49:7557,
08:28:49:7557,AdministerSyringe,Vecuronium,6,1,1,1,0,08:28:51:5776,
08:28:51:5776,Trash Syringe,Vecuronium,6,1,1,1,1,08:28:54:3966,
08:28:55:2409,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
08:28:55:2409,Select Drug,Midazolam,-,-,-,-,-,08:29:01:3427,
08:29:01:3427,Move Syringe,no,0.00,0,0,0,0,08:29:02:8577,
08:29:02:8577,Fill Syringe,Midazolam,8,1,0,0,0,08:29:06:4534,
08:29:06:4534,Apply Lable,Midazolam,8,1,1,0,0,08:29:07:4636,
08:29:07:4636,AdministerSyringe,Midazolam,8,1,1,1,0,08:29:09:1541,
08:29:09:1541,Trash Syringe,Midazolam,8,1,1,1,1,08:29:13:3869,
08:29:14:6248,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
08:29:14:6248,Select Drug,Atropine,-,-,-,-,-,08:29:29:3540,
08:29:29:3540,Move Syringe,no,0.00,0,0,0,0,08:29:33:7840,
08:29:33:7840,Fill Syringe,Atropine,12,1,0,0,0,08:29:34:2818,
08:29:34:2818,Apply Lable,Atropine,12,1,1,0,0,08:29:35:5401,
08:29:35:5401,AdministerSyringe,Atropine,12,1,1,1,0,08:29:37:3129,
08:29:37:3129,Trash Syringe,Atropine,12,1,1,1,1,08:29:39:9300,
08:29:40:8910,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
08:29:40:8910,Select Drug,Lidocaine,-,-,-,-,-,08:29:45:2927,
08:29:45:2927,Move Syringe,no,0.00,0,0,0,0,08:29:53:2334,
08:29:53:2334,Fill Syringe,Lidocaine,12,1,0,0,0,08:29:55:1235,
08:29:55:1235,Apply Lable,Lidocaine,12,1,1,0,0,08:30:04:2344,
08:30:04:2344,AdministerSyringe,Lidocaine,12,1,1,1,0,08:30:07:3483,
08:30:07:3483,Trash Syringe,Lidocaine,12,1,1,1,1,08:30:10:1623,
08:30:13:5085,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
08:30:13:5085,Select Drug,Lidocaine,-,-,-,-,-,08:30:15:9245,
08:30:15:9245,Move Syringe,no,0.00,0,0,0,0,08:30:20:4050,
08:30:20:4050,Fill Syringe,Lidocaine,7,1,0,0,0,08:30:25:1436,
08:30:25:1436,Apply Lable,Lidocaine,7,1,1,0,0,08:30:27:4885,
08:30:27:4885,AdministerSyringe,Lidocaine,7,1,1,1,0,08:30:37:9821,
08:30:37:9821,Trash Syringe,Lidocaine,7,1,1,1,1,08:30:41:5086,
08:30:42:7675,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
08:30:42:7675,Select Drug,Midazolam,-,-,-,-,-,08:30:55:1109,
08:30:55:1109,Move Syringe,no,0.00,0,0,0,0,08:30:57:1945,
08:30:57:1945,Fill Syringe,Midazolam,5,1,0,0,0,08:31:00:1771,
08:31:00:1771,Apply Lable,Midazolam,5,1,1,0,0,08:31:01:2871,
08:31:01:2871,AdministerSyringe,Midazolam,5,1,1,1,0,08:31:03:2413,
08:31:03:2413,Trash Syringe,Midazolam,5,1,1,1,1,08:31:06:7583,
