Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
13:36:22:2229,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
13:36:22:2234,Select Drug,Vecuronium,-,-,-,-,-,13:36:26:1221,
13:36:26:1221,Move Syringe,no,0.00,0,0,0,0,13:36:28:2525,
13:36:28:2525,Fill Syringe,Vecuronium,6,1,0,0,0,13:36:32:3611,
13:36:32:3611,Apply Lable,Vecuronium,6,1,1,0,0,13:36:34:0007,
13:36:34:0007,AdministerSyringe,Vecuronium,6,1,1,1,0,13:36:36:6671,
13:36:36:6671,Trash Syringe,Vecuronium,6,1,1,1,1,13:36:44:6937,
13:36:49:6467,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
13:36:49:6467,Select Drug,Midazolam,-,-,-,-,-,13:36:53:9184,
13:36:53:9184,Move Syringe,no,0.00,0,0,0,0,13:36:55:8306,
13:36:55:8306,Fill Syringe,Midazolam,8,1,0,0,0,13:36:58:5649,
13:36:58:5649,Apply Lable,Midazolam,8,1,1,0,0,13:37:00:3066,
13:37:00:3066,AdministerSyringe,Midazolam,8,1,1,1,0,13:37:16:6116,
13:37:16:6116,Trash Syringe,Midazolam,8,1,1,1,1,13:37:20:3677,
13:37:22:3054,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
13:37:22:3054,Select Drug,Atropine,-,-,-,-,-,13:37:26:6926,
13:37:26:6926,Move Syringe,no,0.00,0,0,0,0,13:37:29:4840,
13:37:29:4840,Fill Syringe,Atropine,12,1,0,0,0,13:37:33:1787,
13:37:33:1787,Apply Lable,Atropine,12,1,1,0,0,13:37:34:8186,
13:37:34:8186,AdministerSyringe,Atropine,12,1,1,1,0,13:37:37:2206,
13:37:37:2206,Trash Syringe,Atropine,12,1,1,1,1,13:37:40:4057,
13:37:41:6024,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
13:37:41:6024,Select Drug,Lidocaine,-,-,-,-,-,13:37:47:5551,
13:37:47:5551,Move Syringe,no,0.00,0,0,0,0,13:37:55:4579,
13:37:55:4579,Fill Syringe,Lidocaine,4,1,0,0,0,13:37:58:8546,
13:37:58:8546,Apply Lable,Lidocaine,4,1,1,0,0,13:38:00:7929,
13:38:00:7929,AdministerSyringe,Lidocaine,4,1,1,1,0,13:38:02:8635,
13:38:14:5335,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
