Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
11:33:16:8233,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
11:33:16:8233,Select Drug,Vecuronium,-,-,-,-,-,11:33:24:1839,
11:33:24:1839,Move Syringe,no,0.00,0,0,0,0,11:33:34:6984,
11:33:34:6984,Fill Syringe,Vecuronium,6,1,0,0,0,11:33:36:9345,
11:33:36:9345,Apply Lable,Vecuronium,6,1,1,0,0,11:33:39:8328,
11:33:39:8328,AdministerSyringe,Vecuronium,6,1,1,1,0,11:33:46:1948,
11:33:46:1948,Trash Syringe,Vecuronium,6,1,1,1,1,11:33:51:8298,
11:34:00:4365,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
11:34:00:4365,Select Drug,Midazolam,-,-,-,-,-,11:34:07:9065,
11:34:07:9065,Move Syringe,no,0.00,0,0,0,0,11:34:10:6313,
11:34:10:6313,Fill Syringe,Midazolam,8,1,0,0,0,11:34:20:0750,
11:34:20:0750,Apply Lable,Midazolam,8,1,1,0,0,11:34:23:1251,
11:34:23:1251,AdministerSyringe,Midazolam,8,1,1,1,0,11:34:40:7854,
11:34:40:7854,Trash Syringe,Midazolam,8,1,1,1,1,11:34:44:9868,
11:34:47:6535,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
11:34:47:6535,Select Drug,Atropine,-,-,-,-,-,11:34:51:0366,
11:34:51:0366,Move Syringe,no,0.00,0,0,0,0,11:34:53:2304,
11:34:53:2304,Fill Syringe,Atropine,12,1,0,0,0,11:34:56:2956,
11:34:56:2956,Apply Lable,Atropine,12,1,1,0,0,11:34:58:4652,
11:34:58:4652,AdministerSyringe,Atropine,12,1,1,1,0,11:35:01:7289,
11:35:01:7289,Trash Syringe,Atropine,12,1,1,1,1,11:35:06:1347,
11:35:12:1005,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
11:35:12:1005,Select Drug,Lidocaine,-,-,-,-,-,11:35:15:3938,
11:35:15:3938,Move Syringe,no,0.00,0,0,0,0,11:35:20:6042,
11:35:20:6042,Fill Syringe,Lidocaine,4,1,0,0,0,11:35:25:4753,
11:35:25:4753,Apply Lable,Lidocaine,4,1,1,0,0,11:35:27:6782,
11:35:27:6782,AdministerSyringe,Lidocaine,4,1,1,1,0,11:35:31:9036,
11:35:31:9036,Trash Syringe,Lidocaine,4,1,1,1,1,11:35:38:6707,
11:35:40:4365,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
11:35:40:4365,Select Drug,Lidocaine,-,-,-,-,-,11:35:52:1828,
11:35:52:1828,Move Syringe,no,0.00,0,0,0,0,11:35:54:4765,
11:35:54:4765,Fill Syringe,Lidocaine,7,1,0,0,0,11:35:58:6521,
11:35:58:6521,Apply Lable,Lidocaine,7,1,1,0,0,11:36:00:6890,
11:36:00:6890,AdministerSyringe,Lidocaine,7,1,1,1,0,11:36:03:3726,
11:36:03:3726,Trash Syringe,Lidocaine,7,1,1,1,1,11:36:06:8233,
11:36:07:6179,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
11:36:07:6179,Select Drug,Midazolam,-,-,-,-,-,11:36:10:9142,
11:36:10:9142,Move Syringe,no,0.00,0,0,0,0,11:36:24:3699,
11:36:24:3699,Fill Syringe,Midazolam,5,1,0,0,0,11:36:26:0605,
11:36:26:0605,Apply Lable,Midazolam,5,1,1,0,0,11:36:27:6337,
11:36:27:6337,AdministerSyringe,Midazolam,5,1,1,1,0,11:36:31:4607,
11:36:31:4607,Trash Syringe,Midazolam,5,1,1,1,1,11:36:36:2982,
11:36:37:4272,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
11:36:37:4272,Select Drug,Propofol,-,-,-,-,-,11:36:49:8730,
11:36:49:8730,Move Syringe,no,0.00,0,0,0,0,11:36:51:5264,
11:36:51:5264,Fill Syringe,Propofol,22,1,0,0,0,11:36:55:5860,
11:36:55:5860,Apply Lable,Propofol,22,1,1,0,0,11:36:57:6726,
11:36:57:6726,AdministerSyringe,Propofol,22,1,1,1,0,11:37:01:2517,
11:37:01:2517,Trash Syringe,Propofol,22,1,1,1,1,11:37:05:5512,
