Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
15:32:14:9326,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
15:32:14:9326,Select Drug,Vecuronium,-,-,-,-,-,15:32:29:9410,
15:32:29:9410,Move Syringe,no,0.00,0,0,0,0,15:32:35:2517,
15:32:35:2517,Fill Syringe,Vecuronium,6,1,0,0,0,15:32:43:1873,
15:32:43:1873,Apply Lable,Vecuronium,6,1,1,0,0,15:32:46:1562,
15:32:46:1562,AdministerSyringe,Vecuronium,6,1,1,1,0,15:33:05:6091,
15:33:05:6091,Trash Syringe,Vecuronium,6,1,1,1,1,15:33:13:7679,
15:33:18:2393,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
15:33:18:2393,Select Drug,Midazolam,-,-,-,-,-,15:33:38:6255,
15:33:38:6255,Move Syringe,no,0.00,0,0,0,0,15:33:42:7585,
15:33:42:7585,Fill Syringe,Midazolam,8,1,0,0,0,15:33:49:2856,
15:33:49:2856,Apply Lable,Midazolam,8,1,1,0,0,15:33:52:2300,
15:33:52:2300,AdministerSyringe,Midazolam,8,1,1,1,0,15:34:05:9202,
15:34:05:9202,Trash Syringe,Midazolam,8,1,1,1,1,15:34:12:4079,
15:34:14:2468,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
15:34:14:2468,Select Drug,Atropine,-,-,-,-,-,15:34:34:4590,
15:34:34:4590,Move Syringe,no,0.00,0,0,0,0,15:34:39:2533,
15:34:39:2533,Fill Syringe,Atropine,12,1,0,0,0,15:34:44:5060,
15:34:44:5060,Apply Lable,Atropine,12,1,1,0,0,15:34:47:1058,
15:34:47:1058,AdministerSyringe,Atropine,12,1,1,1,0,15:34:53:5835,
15:34:53:5835,Trash Syringe,Atropine,12,1,1,1,1,15:35:06:7475,
15:35:08:1557,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
15:35:08:1557,Select Drug,Lidocaine,-,-,-,-,-,15:35:13:4706,
15:35:13:4706,Move Syringe,no,0.00,0,0,0,0,15:35:15:8300,
15:35:15:8300,Fill Syringe,Lidocaine,4,1,0,0,0,15:35:19:6745,
15:35:19:6745,Apply Lable,Lidocaine,4,1,1,0,0,15:35:21:3961,
15:35:21:3961,AdministerSyringe,Lidocaine,4,1,1,1,0,15:35:47:5418,
15:35:47:5418,Trash Syringe,Lidocaine,4,1,1,1,1,15:35:53:4643,
15:35:55:1373,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
15:35:55:1373,Select Drug,Lidocaine,-,-,-,-,-,15:36:00:4358,
15:36:00:4358,Move Syringe,no,0.00,0,0,0,0,15:36:02:5818,
15:36:02:5818,Fill Syringe,Lidocaine,7,1,0,0,0,15:36:06:5415,
15:36:06:5415,Apply Lable,Lidocaine,7,1,1,0,0,15:36:08:7365,
15:36:08:7365,AdministerSyringe,Lidocaine,7,1,1,1,0,15:36:22:4258,
15:36:22:4258,Trash Syringe,Lidocaine,7,1,1,1,1,15:36:26:9074,
15:36:30:4363,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
15:36:30:4363,Select Drug,Midazolam,-,-,-,-,-,15:36:50:4719,
15:36:50:4719,Move Syringe,no,0.00,0,0,0,0,15:36:53:2633,
15:36:53:2633,Fill Syringe,Midazolam,5,1,0,0,0,15:36:56:3950,
15:36:56:3950,Apply Lable,Midazolam,5,1,1,0,0,15:36:58:2327,
15:36:58:2327,AdministerSyringe,Midazolam,5,1,1,1,0,15:37:01:8770,
15:37:01:8770,Trash Syringe,Midazolam,5,1,1,1,1,15:37:06:1580,
15:37:07:9643,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
15:37:07:9643,Select Drug,Propofol,-,-,-,-,-,15:37:22:3941,
15:37:22:3941,Move Syringe,no,0.00,0,0,0,0,15:37:24:8651,
15:37:24:8651,Fill Syringe,Propofol,23,1,0,0,0,15:37:39:8997,
15:37:39:8997,Apply Lable,Propofol,23,1,1,0,0,15:37:42:4671,
15:37:42:4671,AdministerSyringe,Propofol,23,1,1,1,0,15:37:45:9133,
15:37:45:9133,Trash Syringe,Propofol,23,1,1,1,1,15:37:50:3567,
15:37:53:5553,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
15:37:53:5553,Select Drug,Rocuronium,-,-,-,-,-,15:38:12:4939,
15:38:12:4939,Move Syringe,no,0.00,0,0,0,0,15:38:15:5023,
15:38:15:5023,Fill Syringe,Rocuronium,12,1,0,0,0,15:38:19:4624,
15:38:19:4624,Apply Lable,Rocuronium,12,1,1,0,0,15:38:22:0237,
15:38:22:0237,AdministerSyringe,Rocuronium,12,1,1,1,0,15:38:40:9816,
15:38:40:9816,Trash Syringe,Rocuronium,12,1,1,1,1,15:38:45:0916,
15:38:48:2566,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
15:38:48:2566,Select Drug,Propofol,-,-,-,-,-,15:39:04:9337,
15:39:04:9337,Move Syringe,no,0.00,0,0,0,0,15:39:07:0949,
15:39:07:0949,Fill Syringe,Propofol,28,1,0,0,0,15:39:13:4407,
15:39:13:4407,Apply Lable,Propofol,28,1,1,0,0,15:39:15:3448,
15:39:15:3448,AdministerSyringe,Propofol,28,1,1,1,0,15:39:18:3108,
15:39:18:3108,Trash Syringe,Propofol,28,1,1,1,1,15:39:22:6093,
