Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
13:35:01:0851,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
13:35:01:0851,Select Drug,Vecuronium,-,-,-,-,-,13:35:39:1781,
13:35:39:1781,Move Syringe,no,0.00,0,0,0,0,13:35:41:8718,
13:35:41:8718,Fill Syringe,Vecuronium,3,1,0,0,0,13:35:50:5365,
13:35:50:5365,Apply Lable,Vecuronium,3,1,1,0,0,13:35:59:5500,
13:35:59:5500,AdministerSyringe,Vecuronium,3,1,1,1,0,13:36:06:5077,
13:36:06:5077,Trash Syringe,Vecuronium,3,1,1,1,1,13:36:11:7254,
13:36:13:3482,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
13:36:13:3482,Select Drug,Midazolam,-,-,-,-,-,13:36:25:0812,
13:36:25:0812,Move Syringe,no,0.00,0,0,0,0,13:36:27:5924,
13:36:27:5924,Fill Syringe,Midazolam,8,1,0,0,0,13:36:35:0815,
13:36:35:0815,Apply Lable,Midazolam,8,1,1,0,0,13:36:37:2512,
13:36:37:2512,AdministerSyringe,Midazolam,8,1,1,1,0,13:36:41:0780,
13:36:41:0780,Trash Syringe,Midazolam,8,1,1,1,1,13:36:45:9285,
13:36:47:7395,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
13:36:47:7395,Select Drug,Atropine,-,-,-,-,-,13:36:59:0275,
13:36:59:0275,Move Syringe,no,0.00,0,0,0,0,13:37:01:5061,
13:37:01:5061,Fill Syringe,Atropine,13,1,0,0,0,13:37:09:2096,
13:37:09:2096,Trash Syringe,Atropine,13,1,0,0,1,13:37:24:5663,
13:37:24:5663,Select Drug,Atropine,-,-,-,-,-,13:37:31:4894,
13:37:31:4894,Move Syringe,no,0.00,0,0,0,0,13:37:33:8989,
13:37:33:8989,Fill Syringe,Atropine,12,1,0,0,0,13:37:37:1967,
13:37:37:1967,Apply Lable,Atropine,12,1,1,0,0,13:37:39:2507,
13:37:39:2507,AdministerSyringe,Atropine,12,1,1,1,0,13:37:42:7791,
13:37:42:7791,Trash Syringe,Atropine,12,1,1,1,1,13:37:46:7828,
13:37:53:6281,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
13:37:53:6281,Select Drug,Lidocaine,-,-,-,-,-,13:37:57:2533,
13:37:57:2533,Move Syringe,no,0.00,0,0,0,0,13:37:59:6643,
13:37:59:6643,Fill Syringe,Lidocaine,4,1,0,0,0,13:38:08:2959,
13:38:08:2959,Apply Lable,Lidocaine,4,1,1,0,0,13:38:11:3433,
13:38:11:3433,AdministerSyringe,Lidocaine,4,1,1,1,0,13:38:21:7551,
13:38:21:7551,Trash Syringe,Lidocaine,4,1,1,1,1,13:38:26:1333,
13:38:27:7737,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
13:38:27:7737,Select Drug,Lidocaine,-,-,-,-,-,13:38:31:4655,
13:38:31:4655,Move Syringe,no,0.00,0,0,0,0,13:38:35:3233,
13:38:35:3233,Fill Syringe,Lidocaine,4,1,0,0,0,13:38:42:1019,
13:38:42:1019,Apply Lable,Lidocaine,4,1,1,0,0,13:38:43:7418,
13:38:43:7418,AdministerSyringe,Lidocaine,4,1,1,1,0,13:38:48:7612,
13:38:48:7612,Trash Syringe,Lidocaine,4,1,1,1,1,13:38:52:9314,
13:38:55:2837,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
13:38:55:2837,Select Drug,Midazolam,-,-,-,-,-,13:39:08:6167,
13:39:08:6167,Move Syringe,no,0.00,0,0,0,0,13:39:10:5649,
13:39:10:5649,Fill Syringe,Midazolam,5,1,0,0,0,13:39:14:2432,
13:39:14:2432,Apply Lable,Midazolam,5,1,1,0,0,13:39:16:0977,
13:39:16:0977,AdministerSyringe,Midazolam,5,1,1,1,0,13:39:19:1960,
13:39:19:1960,Trash Syringe,Midazolam,5,1,1,1,1,13:39:23:2984,
13:39:30:3249,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
13:39:30:3249,Select Drug,Propofol,-,-,-,-,-,13:39:37:5638,
13:39:37:5638,Move Syringe,no,0.00,0,0,0,0,13:39:39:4826,
13:39:39:4826,Fill Syringe,Propofol,22,1,0,0,0,13:39:46:4241,
13:39:46:4241,Apply Lable,Propofol,22,1,1,0,0,13:39:49:4537,
13:39:49:4537,AdministerSyringe,Propofol,22,1,1,1,0,13:39:59:1030,
13:39:59:1030,Trash Syringe,Propofol,22,1,1,1,1,13:40:03:8622,
13:40:05:2203,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
13:40:05:2203,Select Drug,Rocuronium,-,-,-,-,-,13:40:19:7488,
13:40:19:7488,Move Syringe,no,0.00,0,0,0,0,13:40:21:6624,
13:40:21:6624,Fill Syringe,Rocuronium,12,1,0,0,0,13:40:28:2235,
13:40:28:2235,Apply Lable,Rocuronium,12,1,1,0,0,13:40:31:5880,
13:40:31:5880,AdministerSyringe,Rocuronium,12,1,1,1,0,13:40:39:7943,
13:40:39:7943,Trash Syringe,Rocuronium,12,1,1,1,1,13:40:43:6345,
13:40:45:9372,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
13:40:45:9372,Select Drug,Propofol,-,-,-,-,-,13:40:54:5487,
13:40:54:5487,Move Syringe,no,0.00,0,0,0,0,13:40:57:6450,
13:40:57:6450,Fill Syringe,Propofol,12,1,0,0,0,13:41:05:6636,
13:41:05:6636,Trash Syringe,Propofol,12,1,0,0,1,13:41:14:2781,
13:41:14:2781,Select Drug,Propofol,-,-,-,-,-,13:41:15:7330,
13:41:15:7330,Move Syringe,no,0.00,0,0,0,0,13:41:19:3877,
13:41:19:3877,Fill Syringe,Propofol,28,1,0,0,0,13:41:25:6831,
13:41:25:6831,Apply Lable,Propofol,28,1,1,0,0,13:41:29:0090,
13:41:29:0090,AdministerSyringe,Propofol,28,1,1,1,0,13:41:37:5434,
13:41:37:5434,Trash Syringe,Propofol,28,1,1,1,1,13:41:41:6819,
13:41:42:9242,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
13:41:42:9242,Select Drug,Atropine,-,-,-,-,-,13:41:47:1790,
13:41:47:1790,Move Syringe,no,0.00,0,0,0,0,13:41:50:2527,
13:41:50:2527,Fill Syringe,Atropine,12,1,0,0,0,13:42:01:2668,
13:42:01:2668,Apply Lable,Atropine,12,1,1,0,0,13:42:03:1714,
13:42:03:1714,AdministerSyringe,Atropine,12,1,1,1,0,13:42:06:5344,
13:42:06:5344,Trash Syringe,Atropine,12,1,1,1,1,13:42:24:2827,
13:42:26:7508,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
13:42:26:7508,Select Drug,Succinylcholine,-,-,-,-,-,13:42:34:1861,
13:42:34:1861,Move Syringe,no,0.00,0,0,0,0,13:42:37:3837,
13:42:37:3837,Fill Syringe,Succinylcholine,12,1,0,0,0,13:42:44:7159,
13:42:44:7159,Trash Syringe,Succinylcholine,12,1,0,0,1,13:42:49:4701,
13:42:49:4701,Select Drug,Succinylcholine,-,-,-,-,-,13:42:51:5208,
13:42:51:5208,Move Syringe,no,0.00,0,0,0,0,13:42:54:0470,
13:42:54:0470,Fill Syringe,Succinylcholine,8,1,0,0,0,13:42:58:5047,
13:42:58:5047,Apply Lable,Succinylcholine,8,1,1,0,0,13:43:00:9392,
13:43:00:9392,AdministerSyringe,Succinylcholine,8,1,1,1,0,13:43:04:4014,
13:43:04:4014,Trash Syringe,Succinylcholine,8,1,1,1,1,13:43:08:7485,
13:43:15:3958,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
13:43:15:3958,Select Drug,Lidocaine,-,-,-,-,-,13:43:21:5888,
13:43:21:5888,Move Syringe,no,0.00,0,0,0,0,13:43:23:6523,
13:43:23:6523,Fill Syringe,Lidocaine,4,1,0,0,0,13:43:29:3352,
13:43:29:3352,Apply Lable,Lidocaine,4,1,1,0,0,13:43:32:9744,
13:43:32:9744,AdministerSyringe,Lidocaine,4,1,1,1,0,13:43:42:5334,
13:43:42:5334,Trash Syringe,Lidocaine,4,1,1,1,1,13:43:47:0484,
13:43:48:2080,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
13:43:48:2080,Select Drug,Fentanyl,-,-,-,-,-,13:43:58:9872,
13:43:58:9872,Move Syringe,no,0.00,0,0,0,0,13:44:01:2498,
13:44:01:2498,Fill Syringe,Fentanyl,4,1,0,0,0,13:44:05:4916,
13:44:05:4916,Apply Lable,Fentanyl,4,1,1,0,0,13:44:07:7105,
13:44:07:7105,AdministerSyringe,Fentanyl,4,1,1,1,0,13:44:11:2394,
