Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
09:28:08:4921,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
09:28:08:4921,Select Drug,Vecuronium,-,-,-,-,-,09:28:17:4375,
09:28:17:4380,Move Syringe,no,0.00,0,0,0,0,09:28:19:0388,
09:28:19:0388,Fill Syringe,Vecuronium,6,1,0,0,0,09:28:23:5120,
09:28:23:5120,Apply Lable,Vecuronium,6,1,1,0,0,09:28:24:8210,
09:28:24:8210,AdministerSyringe,Vecuronium,6,1,1,1,0,09:28:27:7192,
09:28:27:7192,Trash Syringe,Vecuronium,6,1,1,1,1,09:28:31:5550,
09:28:42:4738,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
09:28:42:4738,Select Drug,Midazolam,-,-,-,-,-,09:28:50:3060,
09:28:50:3060,Move Syringe,no,0.00,0,0,0,0,09:28:52:1750,
09:28:52:1750,Fill Syringe,Midazolam,9,1,0,0,0,09:28:55:8202,
09:28:55:8202,Trash Syringe,Midazolam,9,1,0,0,1,09:29:03:5138,
09:29:03:5138,Select Drug,Midazolam,-,-,-,-,-,09:29:11:0480,
09:29:11:0480,Move Syringe,no,0.00,0,0,0,0,09:29:12:7129,
09:29:12:7129,Fill Syringe,Midazolam,8,1,0,0,0,09:29:16:7555,
09:29:16:7555,Apply Lable,Midazolam,8,1,1,0,0,09:29:18:6606,
09:29:18:6606,AdministerSyringe,Midazolam,8,1,1,1,0,09:29:21:1292,
09:29:21:1292,Trash Syringe,Midazolam,8,1,1,1,1,09:29:25:2019,
09:29:25:7649,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:29:25:7649,Select Drug,Atropine,-,-,-,-,-,09:29:32:5538,
09:29:32:5538,Move Syringe,no,0.00,0,0,0,0,09:29:34:0403,
09:29:34:0403,Fill Syringe,Atropine,12,1,0,0,0,09:29:37:4709,
09:29:37:4709,Apply Lable,Atropine,12,1,1,0,0,09:29:38:8777,
09:29:38:8777,AdministerSyringe,Atropine,12,1,1,1,0,09:29:41:1315,
09:29:41:1315,Trash Syringe,Atropine,12,1,1,1,1,09:29:44:6712,
09:29:45:3505,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
09:29:45:3505,Select Drug,Lidocaine,-,-,-,-,-,09:29:49:1567,
09:29:49:1567,Move Syringe,no,0.00,0,0,0,0,09:29:51:6012,
09:29:51:6012,Fill Syringe,Lidocaine,4,1,0,0,0,09:29:56:1180,
09:29:56:1180,Apply Lable,Lidocaine,4,1,1,0,0,09:30:03:0596,
09:30:03:0596,AdministerSyringe,Lidocaine,4,1,1,1,0,09:30:05:1963,
09:30:05:1963,Trash Syringe,Lidocaine,4,1,1,1,1,09:30:08:4550,
09:30:10:0292,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
09:30:10:0292,Select Drug,Lidocaine,-,-,-,-,-,09:30:13:2402,
09:30:13:2402,Move Syringe,no,0.00,0,0,0,0,09:30:14:8430,
09:30:14:8430,Fill Syringe,Lidocaine,7,1,0,0,0,09:30:18:8024,
09:30:18:8024,Apply Lable,Lidocaine,7,1,1,0,0,09:30:20:0938,
09:30:20:0938,AdministerSyringe,Lidocaine,7,1,1,1,0,09:30:22:9435,
09:30:22:9435,Trash Syringe,Lidocaine,7,1,1,1,1,09:30:29:6706,
09:30:30:3665,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
09:30:30:3665,Select Drug,Midazolam,-,-,-,-,-,09:30:33:8588,
09:30:33:8588,Move Syringe,no,0.00,0,0,0,0,09:30:35:5247,
09:30:35:5247,Fill Syringe,Midazolam,5,1,0,0,0,09:30:38:3086,
09:30:38:3086,Apply Lable,Midazolam,5,1,1,0,0,09:30:39:7823,
09:30:39:7823,AdministerSyringe,Midazolam,5,1,1,1,0,09:30:42:7316,
09:30:42:7316,Trash Syringe,Midazolam,5,1,1,1,1,09:30:46:5217,
09:30:51:4701,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
09:30:51:4701,Select Drug,Propofol,-,-,-,-,-,09:30:56:4718,
09:30:56:4718,Move Syringe,no,0.00,0,0,0,0,09:30:57:9217,
09:30:57:9217,Fill Syringe,Propofol,22,1,0,0,0,09:31:01:9980,
09:31:01:9980,Apply Lable,Propofol,22,1,1,0,0,09:31:03:4379,
09:31:03:4379,AdministerSyringe,Propofol,22,1,1,1,0,09:31:06:3206,
09:31:06:3206,Trash Syringe,Propofol,22,1,1,1,1,09:31:08:5953,
09:31:09:5228,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
09:31:09:5228,Select Drug,Rocuronium,-,-,-,-,-,09:31:21:0707,
09:31:21:0707,Move Syringe,no,0.00,0,0,0,0,09:31:22:3557,
09:31:22:3557,Fill Syringe,Rocuronium,12,1,0,0,0,09:31:26:6307,
09:31:26:6307,Apply Lable,Rocuronium,12,1,1,0,0,09:31:28:0214,
09:31:28:0214,AdministerSyringe,Rocuronium,12,1,1,1,0,09:31:30:2413,
09:31:30:2413,Trash Syringe,Rocuronium,12,1,1,1,1,09:31:33:1917,
09:31:33:8715,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
09:31:33:8715,Select Drug,Propofol,-,-,-,-,-,09:31:40:9128,
09:31:40:9128,Move Syringe,no,0.00,0,0,0,0,09:31:42:6445,
09:31:42:6445,Fill Syringe,Propofol,28,1,0,0,0,09:31:46:6547,
09:31:46:6547,Apply Lable,Propofol,28,1,1,0,0,09:31:47:9457,
09:31:47:9457,AdministerSyringe,Propofol,28,1,1,1,0,09:31:50:0835,
09:31:50:0835,Trash Syringe,Propofol,28,1,1,1,1,09:31:53:2736,
09:31:53:8532,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:31:53:8532,Select Drug,Atropine,-,-,-,-,-,09:31:56:5338,
09:31:56:5338,Move Syringe,no,0.00,0,0,0,0,09:31:57:9200,
09:31:57:9200,Fill Syringe,Atropine,12,1,0,0,0,09:32:07:3331,
09:32:07:3331,Apply Lable,Atropine,12,1,1,0,0,09:32:08:6742,
09:32:08:6742,AdministerSyringe,Atropine,12,1,1,1,0,09:32:10:4966,
09:32:10:4966,Trash Syringe,Atropine,12,1,1,1,1,09:32:13:8239,
09:32:14:5850,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
09:32:14:5850,Select Drug,Succinylcholine,-,-,-,-,-,09:32:18:4252,
09:32:18:4252,Move Syringe,no,0.00,0,0,0,0,09:32:19:6435,
09:32:19:6435,Fill Syringe,Succinylcholine,8,1,0,0,0,09:32:25:0111,
09:32:25:0111,Apply Lable,Succinylcholine,8,1,1,0,0,09:32:26:3357,
09:32:26:3357,AdministerSyringe,Succinylcholine,8,1,1,1,0,09:32:31:8419,
09:32:31:8419,Trash Syringe,Succinylcholine,8,1,1,1,1,09:32:34:6906,
09:32:35:5028,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
09:32:35:5028,Select Drug,Lidocaine,-,-,-,-,-,09:32:39:0959,
09:32:39:0959,Move Syringe,no,0.00,0,0,0,0,09:32:40:3618,
09:32:40:3618,Fill Syringe,Lidocaine,4,1,0,0,0,09:32:44:3057,
09:32:44:3057,Apply Lable,Lidocaine,4,1,1,0,0,09:32:45:7626,
09:32:45:7626,AdministerSyringe,Lidocaine,4,1,1,1,0,09:32:47:8837,
09:32:47:8837,Trash Syringe,Lidocaine,4,1,1,1,1,09:32:50:3528,
09:32:51:1813,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
09:32:51:1813,Select Drug,Fentanyl,-,-,-,-,-,09:32:58:7062,
09:32:58:7062,Move Syringe,no,0.00,0,0,0,0,09:33:00:8880,
09:33:00:8880,Fill Syringe,Fentanyl,4,1,0,0,0,09:33:02:8107,
09:33:02:8107,Apply Lable,Fentanyl,4,1,1,0,0,09:33:03:9698,
09:33:03:9698,AdministerSyringe,Fentanyl,4,1,1,1,0,09:33:06:2724,
09:33:06:2724,Trash Syringe,Fentanyl,4,1,1,1,1,09:33:08:6533,
09:33:14:3379,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
09:33:14:3379,Select Drug,Vecuronium,-,-,-,-,-,09:33:18:5787,
09:33:18:5787,Move Syringe,no,0.00,0,0,0,0,09:33:19:8631,
09:33:19:8631,Fill Syringe,Vecuronium,3,1,0,0,0,09:33:22:6140,
09:33:22:6140,Apply Lable,Vecuronium,3,1,1,0,0,09:33:24:0543,
09:33:24:0543,AdministerSyringe,Vecuronium,3,1,1,1,0,09:33:26:5395,
09:33:39:5191,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 2 mL of Fentanyl
09:33:26:5395,Trash Syringe,Vecuronium,3,1,1,1,1,09:33:46:4232,
09:33:46:4232,Select Drug,Fentanyl,-,-,-,-,-,09:33:48:2752,
09:33:48:2752,Move Syringe,no,0.00,0,0,0,0,09:33:49:8241,
09:33:49:8241,Fill Syringe,Fentanyl,2,1,0,0,0,09:33:52:5579,
09:33:52:5579,Apply Lable,Fentanyl,2,1,1,0,0,09:33:53:8829,
09:33:53:8829,AdministerSyringe,Fentanyl,2,1,1,1,0,09:33:56:2026,
09:33:56:2026,Trash Syringe,Fentanyl,2,1,1,1,1,09:33:59:4754,
09:34:00:2539,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 7 mL of Succinylcholine
09:34:00:2539,Select Drug,Succinylcholine,-,-,-,-,-,09:34:09:2751,
09:34:09:2751,Move Syringe,no,0.00,0,0,0,0,09:34:12:2672,
09:34:12:2672,Fill Syringe,Succinylcholine,7,1,0,0,0,09:34:16:7240,
09:34:16:7240,Apply Lable,Succinylcholine,7,1,1,0,0,09:34:18:2309,
09:34:18:2309,AdministerSyringe,Succinylcholine,7,1,1,1,0,09:34:20:3350,
09:34:20:3350,Trash Syringe,Succinylcholine,7,1,1,1,1,09:34:29:2142,
09:34:29:8765,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
09:34:29:8765,Select Drug,Fentanyl,-,-,-,-,-,09:34:33:5742,
09:34:33:5742,Move Syringe,no,0.00,0,0,0,0,09:34:34:9253,
09:34:34:9253,Fill Syringe,Fentanyl,3,1,0,0,0,09:34:37:9243,
09:34:37:9243,Apply Lable,Fentanyl,3,1,1,0,0,09:34:39:0506,
09:34:39:0506,AdministerSyringe,Fentanyl,3,1,1,1,0,09:34:41:1711,
09:34:41:1711,Trash Syringe,Fentanyl,3,1,1,1,1,09:34:44:1406,
09:34:44:6539,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
09:34:44:6539,Select Drug,Fentanyl,-,-,-,-,-,09:34:46:7099,
09:34:46:7099,Move Syringe,no,0.00,0,0,0,0,09:34:48:3794,
09:34:48:3794,Fill Syringe,Fentanyl,1,1,0,0,0,09:34:56:7813,
09:34:56:7813,Apply Lable,Fentanyl,1,1,1,0,0,09:34:57:9399,
09:34:57:9399,AdministerSyringe,Fentanyl,1,1,1,1,0,09:35:00:1275,
09:35:00:1275,Trash Syringe,Fentanyl,1,1,1,1,1,09:35:03:4715,
09:35:04:1017,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
09:35:04:1017,Select Drug,Rocuronium,-,-,-,-,-,09:35:08:1905,
09:35:08:1905,Move Syringe,no,0.00,0,0,0,0,09:35:10:0720,
09:35:10:0720,Fill Syringe,Rocuronium,3,1,0,0,0,09:35:17:1097,
09:35:17:1097,Apply Lable,Rocuronium,3,1,1,0,0,09:35:18:5340,
09:35:18:5340,AdministerSyringe,Rocuronium,3,1,1,1,0,09:35:20:4224,
09:35:24:2858,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
09:35:20:4224,Trash Syringe,Rocuronium,3,1,1,1,1,09:35:26:8040,
09:35:26:8040,Select Drug,Fentanyl,-,-,-,-,-,09:35:30:3278,
09:35:30:3278,Move Syringe,no,0.00,0,0,0,0,09:35:36:6689,
09:35:36:6689,Fill Syringe,Fentanyl,4,1,0,0,0,09:35:39:5681,
09:35:39:5681,Apply Lable,Fentanyl,4,1,1,0,0,09:35:41:3574,
09:35:41:3574,AdministerSyringe,Fentanyl,4,1,1,1,0,09:35:43:5277,
09:35:43:5277,Trash Syringe,Fentanyl,4,1,1,1,1,09:35:48:2310,
09:35:49:0587,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 5 mL of Vecuronium
09:35:49:0587,Select Drug,Vecuronium,-,-,-,-,-,09:35:54:0959,
09:35:54:0959,Move Syringe,no,0.00,0,0,0,0,09:35:55:5318,
09:35:55:5318,Fill Syringe,Vecuronium,5,1,0,0,0,09:35:58:7630,
09:35:58:7630,Apply Lable,Vecuronium,5,1,1,0,0,09:36:00:3026,
09:36:00:3026,AdministerSyringe,Vecuronium,5,1,1,1,0,09:36:06:2708,
09:36:06:2708,Trash Syringe,Vecuronium,5,1,1,1,1,09:36:09:6223,
09:36:10:2850,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 13 mL of Atropine
09:36:10:2850,Select Drug,Atropine,-,-,-,-,-,09:36:14:3233,
09:36:14:3233,Move Syringe,no,0.00,0,0,0,0,09:36:15:7416,
09:36:15:7416,Fill Syringe,Atropine,13,1,0,0,0,09:36:18:1115,
09:36:18:1115,Apply Lable,Atropine,13,1,1,0,0,09:36:19:5523,
09:36:19:5523,AdministerSyringe,Atropine,13,1,1,1,0,09:36:29:4002,
09:36:29:4002,Trash Syringe,Atropine,13,1,1,1,1,09:36:32:4409,
09:36:33:0871,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 15 mL of Atropine
09:36:33:0876,Select Drug,Atropine,-,-,-,-,-,09:36:34:6252,
09:36:34:6252,Move Syringe,no,0.00,0,0,0,0,09:36:36:5239,
09:36:36:5239,Fill Syringe,Atropine,15,1,0,0,0,09:36:39:9203,
