Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
14:33:12:1163,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
14:33:12:1163,Select Drug,Vecuronium,-,-,-,-,-,14:33:18:4993,
14:33:18:4993,Move Syringe,no,0.00,0,0,0,0,14:33:25:7486,
14:33:25:7486,Fill Syringe,Vecuronium,6,1,0,0,0,14:33:29:8069,
14:33:29:8069,Apply Lable,Vecuronium,6,1,1,0,0,14:33:31:2969,
14:33:31:2969,AdministerSyringe,Vecuronium,6,1,1,1,0,14:33:34:8088,
14:33:34:8088,Trash Syringe,Vecuronium,6,1,1,1,1,14:33:40:9762,
14:33:49:4067,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
14:33:49:4067,Select Drug,Midazolam,-,-,-,-,-,14:33:54:1276,
14:33:54:1276,Move Syringe,no,0.00,0,0,0,0,14:33:56:6373,
14:33:56:6373,Fill Syringe,Midazolam,8,1,0,0,0,14:34:02:2046,
14:34:02:2046,Apply Lable,Midazolam,8,1,1,0,0,14:34:03:7623,
14:34:03:7623,AdministerSyringe,Midazolam,8,1,1,1,0,14:34:08:4179,
14:34:08:4179,Trash Syringe,Midazolam,8,1,1,1,1,14:34:19:3051,
14:34:20:6803,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
14:34:20:6803,Select Drug,Atropine,-,-,-,-,-,14:34:25:2996,
14:34:25:2996,Move Syringe,no,0.00,0,0,0,0,14:34:27:3175,
14:34:27:3175,Fill Syringe,Atropine,12,1,0,0,0,14:34:31:7418,
14:34:31:7418,Apply Lable,Atropine,12,1,1,0,0,14:34:34:8115,
14:34:34:8115,AdministerSyringe,Atropine,12,1,1,1,0,14:34:38:9201,
14:34:38:9201,Trash Syringe,Atropine,12,1,1,1,1,14:34:48:0058,
14:34:50:0100,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
14:34:50:0100,Select Drug,Lidocaine,-,-,-,-,-,14:34:55:0774,
