Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
10:28:59:1427,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
10:28:59:1427,Select Drug,Vecuronium,-,-,-,-,-,10:29:03:4763,
10:29:03:4763,Move Syringe,no,0.00,0,0,0,0,10:29:05:6401,
10:29:05:6401,Fill Syringe,Vecuronium,6,1,0,0,0,10:29:10:2791,
10:29:10:2791,Apply Lable,Vecuronium,6,1,1,0,0,10:29:12:0503,
10:29:12:0503,AdministerSyringe,Vecuronium,6,1,1,1,0,10:29:14:5514,
10:29:14:5514,Trash Syringe,Vecuronium,6,1,1,1,1,10:29:18:5657,
10:29:19:8241,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
10:29:19:8241,Select Drug,Midazolam,-,-,-,-,-,10:29:25:8105,
10:29:25:8105,Move Syringe,no,0.00,0,0,0,0,10:29:36:5839,
10:29:36:5839,Fill Syringe,Midazolam,8,1,0,0,0,10:29:40:1796,
10:29:40:1796,Apply Lable,Midazolam,8,1,1,0,0,10:29:41:8690,
10:29:41:8690,AdministerSyringe,Midazolam,8,1,1,1,0,10:29:44:7678,
10:29:44:7678,Trash Syringe,Midazolam,8,1,1,1,1,10:29:48:0702,
10:29:50:1406,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
10:29:50:1406,Select Drug,Atropine,-,-,-,-,-,10:29:54:8643,
10:29:54:8643,Move Syringe,no,0.00,0,0,0,0,10:29:58:4334,
10:29:58:4334,Fill Syringe,Atropine,12,1,0,0,0,10:30:07:9168,
10:30:07:9168,Apply Lable,Atropine,12,1,1,0,0,10:30:10:1859,
10:30:10:1864,AdministerSyringe,Atropine,12,1,1,1,0,10:30:12:8362,
10:30:12:8362,Trash Syringe,Atropine,12,1,1,1,1,10:30:15:8539,
10:30:17:9469,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
10:30:17:9469,Select Drug,Atropine,-,-,-,-,-,10:30:19:5025,
10:30:19:5025,Move Syringe,no,0.00,0,0,0,0,10:30:30:7035,
10:30:30:7035,Fill Syringe,Atropine,4,1,0,0,0,10:30:39:7497,
10:30:39:7497,Apply Lable,Atropine,4,1,1,0,0,10:30:41:1570,
10:30:41:1570,AdministerSyringe,Atropine,4,1,1,1,0,10:30:46:1930,
