Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
09:46:35:2099,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
09:46:35:2099,Select Drug,Vecuronium,-,-,-,-,-,09:53:44:2063,
09:53:44:2063,Move Syringe,no,0.00,0,0,0,0,09:53:45:8266,
09:53:45:8266,Fill Syringe,Vecuronium,6,1,0,0,0,09:53:50:3818,
09:53:50:3818,Apply Lable,Vecuronium,6,1,1,0,0,09:53:51:9382,
09:53:51:9382,AdministerSyringe,Vecuronium,6,1,1,1,0,09:53:53:6282,
09:53:53:6282,Trash Syringe,Vecuronium,6,1,1,1,1,09:54:03:0086,
09:54:04:6319,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
09:54:04:6319,Select Drug,Midazolam,-,-,-,-,-,09:54:09:0029,
09:54:09:0029,Move Syringe,no,0.00,0,0,0,0,09:54:16:5313,
09:54:16:5313,Fill Syringe,Midazolam,8,1,0,0,0,09:54:17:4598,
09:54:17:4598,Apply Lable,Midazolam,8,1,1,0,0,09:54:18:4205,
09:54:18:4205,AdministerSyringe,Midazolam,8,1,1,1,0,09:54:19:7619,
09:54:19:7619,Trash Syringe,Midazolam,8,1,1,1,1,09:54:22:6450,
09:54:23:2574,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:54:23:2574,Select Drug,Midazolam,-,-,-,-,-,09:54:32:5180,
09:54:32:5180,Move Syringe,no,0.00,0,0,0,0,09:54:33:9851,
09:54:33:9851,Fill Syringe,Midazolam,12,1,0,0,0,09:54:36:8691,
09:54:36:8691,Apply Lable,Midazolam,12,1,1,0,0,09:54:37:9445,
09:54:37:9445,AdministerSyringe,Midazolam,12,1,1,1,0,09:54:39:6513,
09:54:39:6513,Trash Syringe,Midazolam,12,1,1,1,1,09:54:42:6115,
09:54:44:6656,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
09:54:44:6656,Select Drug,Lidocaine,-,-,-,-,-,09:54:47:8929,
09:54:47:8929,Move Syringe,no,0.00,0,0,0,0,09:54:49:0602,
09:54:49:0602,Fill Syringe,Lidocaine,4,1,0,0,0,09:54:58:4260,
09:54:58:4260,Apply Lable,Lidocaine,4,1,1,0,0,09:54:59:9490,
09:54:59:9490,AdministerSyringe,Lidocaine,4,1,1,1,0,09:55:02:5504,
09:55:02:5504,Trash Syringe,Lidocaine,4,1,1,1,1,09:55:05:5775,
09:55:07:3338,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
09:55:07:3338,Select Drug,Lidocaine,-,-,-,-,-,09:55:11:7036,
09:55:11:7036,Move Syringe,no,0.00,0,0,0,0,09:55:12:9881,
09:55:12:9881,Fill Syringe,Lidocaine,7,1,0,0,0,09:55:16:0192,
09:55:16:0192,Apply Lable,Lidocaine,7,1,1,0,0,09:55:17:2946,
09:55:17:2946,AdministerSyringe,Lidocaine,7,1,1,1,0,09:55:19:1996,
09:55:19:1996,Trash Syringe,Lidocaine,7,1,1,1,1,09:55:21:7798,
09:55:26:2515,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
09:55:26:2515,Select Drug,Midazolam,-,-,-,-,-,09:55:30:4567,
09:55:30:4567,Move Syringe,no,0.00,0,0,0,0,09:55:31:8895,
