Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
09:30:21:0900,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
09:30:21:0900,Select Drug,Vecuronium,-,-,-,-,-,09:30:27:7066,
09:30:27:7066,Move Syringe,no,0.00,0,0,0,0,09:30:32:9255,
09:30:32:9255,Fill Syringe,Vecuronium,6,1,0,0,0,09:30:38:7405,
09:30:38:7405,Apply Lable,Vecuronium,6,1,1,0,0,09:30:40:5123,
09:30:40:5123,AdministerSyringe,Vecuronium,6,1,1,1,0,09:30:44:2066,
09:30:44:2066,Trash Syringe,Vecuronium,6,1,1,1,1,09:30:54:7107,
09:30:56:7807,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
09:30:56:7807,Select Drug,Midazolam,-,-,-,-,-,09:31:02:3906,
09:31:02:3906,Move Syringe,no,0.00,0,0,0,0,09:31:04:8028,
09:31:04:8028,Fill Syringe,Midazolam,8,1,0,0,0,09:31:13:2533,
09:31:13:2533,Apply Lable,Midazolam,8,1,1,0,0,09:31:15:1088,
09:31:15:1088,AdministerSyringe,Midazolam,8,1,1,1,0,09:31:18:7858,
09:31:18:7858,Trash Syringe,Midazolam,8,1,1,1,1,09:31:23:7006,
09:31:24:6617,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:31:24:6617,Select Drug,Atropine,-,-,-,-,-,09:31:38:1201,
09:31:38:1201,Move Syringe,no,0.00,0,0,0,0,09:31:39:7504,
09:31:39:7504,Fill Syringe,Atropine,12,1,0,0,0,09:31:43:8269,
09:31:43:8269,Trash Syringe,Atropine,12,1,0,0,1,09:32:00:2862,
09:32:00:2862,Select Drug,Atropine,-,-,-,-,-,09:32:01:7080,
09:32:01:7080,Move Syringe,no,0.00,0,0,0,0,09:32:06:8515,
09:32:06:8515,Fill Syringe,Atropine,12,1,0,0,0,09:32:07:9454,
09:32:07:9454,Apply Lable,Atropine,12,1,1,0,0,09:32:11:2091,
09:32:11:2091,AdministerSyringe,Atropine,12,1,1,1,0,09:32:24:6189,
09:32:24:6189,Trash Syringe,Atropine,12,1,1,1,1,09:32:31:0716,
