Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
18:10:04:4282,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
18:10:04:4282,Select Drug,Vecuronium,-,-,-,-,-,18:10:08:3753,
18:10:08:3753,Move Syringe,no,0.00,0,0,0,0,18:10:13:6367,
18:10:13:6367,Fill Syringe,Vecuronium,3,1,0,0,0,18:10:24:0404,
18:10:24:0404,Apply Lable,Vecuronium,3,1,1,0,0,18:10:25:9947,
18:10:25:9947,AdministerSyringe,Vecuronium,3,1,1,1,0,18:10:42:8777,
18:10:42:8777,Trash Syringe,Vecuronium,3,1,1,1,1,18:10:47:2689,
18:10:51:4927,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 29 mL of Propofol
18:10:51:4927,Select Drug,Propofol,-,-,-,-,-,18:10:56:9848,
18:10:56:9848,Move Syringe,no,0.00,0,0,0,0,18:11:02:9568,
18:11:02:9568,Fill Syringe,Propofol,3,1,0,0,0,18:11:12:2020,
18:11:12:2020,Trash Syringe,Propofol,3,1,0,0,1,18:11:16:7742,
18:11:25:2063,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 5 mL of Succinylcholine
18:11:25:2063,Select Drug,Succinylcholine,-,-,-,-,-,18:11:31:5648,
18:11:31:5648,Move Syringe,no,0.00,0,0,0,0,18:11:51:3672,
18:11:51:3672,Fill Syringe,Succinylcholine,5,1,0,0,0,18:11:51:9974,
18:11:51:9974,Apply Lable,Succinylcholine,5,1,1,0,0,18:11:53:6202,
18:11:53:6202,AdministerSyringe,Succinylcholine,5,1,1,1,0,18:11:56:9170,
18:11:56:9170,Trash Syringe,Succinylcholine,5,1,1,1,1,18:11:59:9866,
18:12:02:0556,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 10 mL of Atropine
18:12:02:0556,Select Drug,Atropine,-,-,-,-,-,18:12:15:4755,
18:12:15:4755,Move Syringe,no,0.00,0,0,0,0,18:12:17:7195,
18:12:17:7195,Fill Syringe,Atropine,10,1,0,0,0,18:12:24:8106,
18:12:24:8106,Apply Lable,Atropine,10,1,1,0,0,18:12:26:6656,
18:12:26:6656,AdministerSyringe,Atropine,10,1,1,1,0,18:12:29:0840,
18:12:29:0840,Trash Syringe,Atropine,10,1,1,1,1,18:12:35:3234,
18:12:35:3234,Select Drug,Atropine,-,-,-,-,-,18:12:56:0942,
18:12:56:0942,Move Syringe,no,0.00,0,0,0,0,18:12:57:9071,
18:12:57:9071,Fill Syringe,Atropine,10,1,0,0,0,18:12:59:3158,
18:12:59:3158,Apply Lable,Atropine,10,1,1,0,0,18:13:01:0715,
18:13:01:0715,AdministerSyringe,Atropine,10,1,1,1,0,18:13:03:7550,
18:13:03:7550,Trash Syringe,Atropine,10,1,1,1,1,18:13:07:3263,
18:13:19:2482,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 27 mL of Propofol
18:13:19:2482,Select Drug,Propofol,-,-,-,-,-,18:13:28:1580,
18:13:28:1585,Move Syringe,no,0.00,0,0,0,0,18:13:30:2215,
18:13:30:2215,Fill Syringe,Propofol,27,1,0,0,0,18:13:34:9763,
18:13:34:9763,Apply Lable,Propofol,27,1,1,0,0,18:13:39:4130,
18:13:39:4130,AdministerSyringe,Propofol,27,1,1,1,0,18:13:54:8268,
18:13:54:8268,Trash Syringe,Propofol,27,1,1,1,1,18:14:00:3887,
18:14:02:5782,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
18:14:02:5782,Select Drug,Succinylcholine,-,-,-,-,-,18:14:15:0806,
18:14:15:0806,Move Syringe,no,0.00,0,0,0,0,18:14:25:1454,
18:14:25:1454,Fill Syringe,Succinylcholine,8,1,0,0,0,18:14:26:0398,
18:14:26:0398,Apply Lable,Succinylcholine,8,1,1,0,0,18:14:27:5964,
18:14:27:5964,AdministerSyringe,Succinylcholine,8,1,1,1,0,18:14:29:5842,
18:14:29:5842,Trash Syringe,Succinylcholine,8,1,1,1,1,18:14:33:6185,
18:14:35:2745,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 5 mL of Rocuronium
18:14:35:2750,Select Drug,Rocuronium,-,-,-,-,-,18:14:48:2100,
18:14:48:2100,Move Syringe,no,0.00,0,0,0,0,18:14:54:0150,
18:14:54:0150,Fill Syringe,Rocuronium,5,1,0,0,0,18:14:54:6291,
18:14:54:6291,Apply Lable,Rocuronium,5,1,1,0,0,18:14:56:1192,
18:14:56:1192,AdministerSyringe,Rocuronium,5,1,1,1,0,18:14:58:3231,
18:14:58:3231,Trash Syringe,Rocuronium,5,1,1,1,1,18:15:01:4866,
18:15:03:6238,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 4 mL of Succinylcholine
18:15:03:6238,Select Drug,Succinylcholine,-,-,-,-,-,18:15:08:7234,
18:15:08:7234,Move Syringe,no,0.00,0,0,0,0,18:15:19:4170,
18:15:19:4170,Fill Syringe,Succinylcholine,4,1,0,0,0,18:15:21:1496,
