Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
11:29:52:7189,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
11:29:52:7189,Select Drug,Vecuronium,-,-,-,-,-,11:30:06:5849,
11:30:06:5849,Move Syringe,no,0.00,0,0,0,0,11:30:08:8504,
11:30:08:8504,Fill Syringe,Vecuronium,6,1,0,0,0,11:30:12:5454,
11:30:12:5454,Apply Lable,Vecuronium,6,1,1,0,0,11:30:14:4827,
11:30:14:4827,AdministerSyringe,Vecuronium,6,1,1,1,0,11:30:17:3659,
11:30:17:3659,Trash Syringe,Vecuronium,6,1,1,1,1,11:30:22:0078,
11:30:28:8232,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
11:30:28:8237,Select Drug,Midazolam,-,-,-,-,-,11:30:33:2610,
11:30:33:2610,Move Syringe,no,0.00,0,0,0,0,11:30:35:7682,
11:30:35:7682,Fill Syringe,Midazolam,8,1,0,0,0,11:30:39:9772,
11:30:39:9772,Apply Lable,Midazolam,8,1,1,0,0,11:30:42:9767,
11:30:42:9767,AdministerSyringe,Midazolam,8,1,1,1,0,11:30:46:5382,
11:30:46:5382,Trash Syringe,Midazolam,8,1,1,1,1,11:30:50:4135,
11:30:57:4234,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
11:30:57:4234,Select Drug,Atropine,-,-,-,-,-,11:31:03:8155,
11:31:03:8155,Move Syringe,no,0.00,0,0,0,0,11:31:05:8936,
11:31:05:8936,Fill Syringe,Atropine,12,1,0,0,0,11:31:09:8867,
11:31:09:8867,Apply Lable,Atropine,12,1,1,0,0,11:31:12:0565,
11:31:12:0565,AdministerSyringe,Atropine,12,1,1,1,0,11:31:15:9669,
11:31:15:9669,Trash Syringe,Atropine,12,1,1,1,1,11:31:19:9120,
11:31:26:9233,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
11:31:26:9233,Select Drug,Lidocaine,-,-,-,-,-,11:31:30:7136,
11:31:30:7136,Move Syringe,no,0.00,0,0,0,0,11:31:33:0092,
11:31:33:0092,Fill Syringe,Lidocaine,4,1,0,0,0,11:31:37:3182,
11:31:37:3182,Apply Lable,Lidocaine,4,1,1,0,0,11:31:41:9045,
11:31:41:9045,AdministerSyringe,Lidocaine,4,1,1,1,0,11:31:48:5595,
11:31:48:5595,Trash Syringe,Lidocaine,4,1,1,1,1,11:31:52:4278,
11:31:54:4653,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
11:31:54:4653,Select Drug,Lidocaine,-,-,-,-,-,11:31:57:4613,
11:31:57:4613,Move Syringe,no,0.00,0,0,0,0,11:32:07:5331,
11:32:07:5331,Fill Syringe,Lidocaine,7,1,0,0,0,11:32:08:3292,
11:32:08:3292,Apply Lable,Lidocaine,7,1,1,0,0,11:32:10:4820,
11:32:10:4820,AdministerSyringe,Lidocaine,7,1,1,1,0,11:32:17:2804,
11:32:17:2804,Trash Syringe,Lidocaine,7,1,1,1,1,11:32:21:6756,
11:32:23:5476,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
11:32:23:5476,Select Drug,Midazolam,-,-,-,-,-,11:32:27:2550,
11:32:27:2550,Move Syringe,no,0.00,0,0,0,0,11:32:29:1350,
11:32:29:1350,Fill Syringe,Midazolam,5,1,0,0,0,11:32:32:5643,
11:32:32:5643,Apply Lable,Midazolam,5,1,1,0,0,11:32:34:7716,
11:32:34:7716,AdministerSyringe,Midazolam,5,1,1,1,0,11:32:41:8844,
11:32:41:8844,Trash Syringe,Midazolam,5,1,1,1,1,11:32:45:9933,
11:32:47:4510,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
11:32:47:4510,Select Drug,Propofol,-,-,-,-,-,11:32:53:0495,
11:32:53:0500,Move Syringe,no,0.00,0,0,0,0,11:32:55:0458,
11:32:55:0458,Fill Syringe,Propofol,22,1,0,0,0,11:32:59:9664,
11:32:59:9664,Apply Lable,Propofol,22,1,1,0,0,11:33:01:9542,
11:33:01:9542,AdministerSyringe,Propofol,22,1,1,1,0,11:33:05:0854,
11:33:05:0854,Trash Syringe,Propofol,22,1,1,1,1,11:33:08:8618,
11:33:17:0116,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
11:33:17:0116,Select Drug,Rocuronium,-,-,-,-,-,11:33:24:0995,
11:33:24:0995,Move Syringe,no,0.00,0,0,0,0,11:33:25:8141,
11:33:25:8141,Fill Syringe,Rocuronium,12,1,0,0,0,11:33:29:0784,
11:33:29:0784,Apply Lable,Rocuronium,12,1,1,0,0,11:33:31:2647,
11:33:31:2647,AdministerSyringe,Rocuronium,12,1,1,1,0,11:33:39:4097,
11:33:39:4097,Trash Syringe,Rocuronium,12,1,1,1,1,11:33:43:1955,
11:33:44:5867,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
11:33:44:5867,Select Drug,Propofol,-,-,-,-,-,11:33:50:3661,
11:33:50:3661,Move Syringe,no,0.00,0,0,0,0,11:33:52:3624,
11:33:52:3624,Fill Syringe,Propofol,28,1,0,0,0,11:34:00:3337,
11:34:00:3337,Apply Lable,Propofol,28,1,1,0,0,11:34:02:6521,
11:34:02:6521,AdministerSyringe,Propofol,28,1,1,1,0,11:34:05:8827,
11:34:05:8827,Trash Syringe,Propofol,28,1,1,1,1,11:34:09:6617,
11:34:10:7882,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
11:34:10:7882,Select Drug,Atropine,-,-,-,-,-,11:34:14:5126,
11:34:14:5126,Move Syringe,no,0.00,0,0,0,0,11:34:24:0277,
11:34:24:0277,Fill Syringe,Atropine,12,1,0,0,0,11:34:27:2423,
11:34:27:2423,Apply Lable,Atropine,12,1,1,0,0,11:34:29:5775,
11:34:29:5775,AdministerSyringe,Atropine,12,1,1,1,0,11:34:32:4603,
11:34:32:4603,Trash Syringe,Atropine,12,1,1,1,1,11:34:36:3121,
11:34:37:2722,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
11:34:37:2722,Select Drug,Succinylcholine,-,-,-,-,-,11:34:50:5327,
11:34:50:5327,Move Syringe,no,0.00,0,0,0,0,11:34:53:2775,
11:34:53:2775,Fill Syringe,Succinylcholine,8,1,0,0,0,11:34:57:5856,
11:34:57:5856,Apply Lable,Succinylcholine,8,1,1,0,0,11:34:59:7887,
11:34:59:7887,AdministerSyringe,Succinylcholine,8,1,1,1,0,11:35:02:7211,
11:35:02:7211,Trash Syringe,Succinylcholine,8,1,1,1,1,11:35:07:5745,
11:35:09:7775,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
11:35:09:7775,Select Drug,Lidocaine,-,-,-,-,-,11:35:18:5917,
11:35:18:5917,Move Syringe,no,0.00,0,0,0,0,11:35:20:6868,
11:35:20:6868,Fill Syringe,Lidocaine,4,1,0,0,0,11:35:24:5972,
11:35:24:5972,Apply Lable,Lidocaine,4,1,1,0,0,11:35:26:6177,
11:35:26:6177,AdministerSyringe,Lidocaine,4,1,1,1,0,11:35:29:4177,
11:35:29:4177,Trash Syringe,Lidocaine,4,1,1,1,1,11:35:32:8987,
11:35:37:2390,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
11:35:37:2390,Select Drug,Fentanyl,-,-,-,-,-,11:35:41:4277,
11:35:41:4277,Move Syringe,no,0.00,0,0,0,0,11:35:43:1423,
11:35:43:1423,Fill Syringe,Fentanyl,4,1,0,0,0,11:35:45:9598,
11:35:45:9598,Apply Lable,Fentanyl,4,1,1,0,0,11:35:48:0417,
11:35:48:0417,AdministerSyringe,Fentanyl,4,1,1,1,0,11:35:50:9901,
11:35:50:9901,Trash Syringe,Fentanyl,4,1,1,1,1,11:35:58:4308,
11:35:58:4308,Select Drug,Fentanyl,-,-,-,-,-,11:36:02:8185,
11:36:02:8185,Move Syringe,no,0.00,0,0,0,0,11:36:05:9744,
11:36:05:9744,Fill Syringe,Fentanyl,4,1,0,0,0,11:36:07:0683,
11:36:07:0683,Apply Lable,Fentanyl,4,1,1,0,0,11:36:08:8400,
11:36:08:8400,AdministerSyringe,Fentanyl,4,1,1,1,0,11:36:11:4910,
11:36:11:4910,Trash Syringe,Fentanyl,4,1,1,1,1,11:36:15:1297,
11:36:21:4537,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Vecuronium
11:36:21:4537,Select Drug,Vecuronium,-,-,-,-,-,11:36:27:0874,
11:36:27:0874,Move Syringe,no,0.00,0,0,0,0,11:36:29:8648,
11:36:29:8648,Fill Syringe,Vecuronium,3,1,0,0,0,11:36:32:7652,
11:36:32:7652,Apply Lable,Vecuronium,3,1,1,0,0,11:36:35:9617,
11:36:35:9617,AdministerSyringe,Vecuronium,3,1,1,1,0,11:36:41:2715,
11:36:41:2715,Trash Syringe,Vecuronium,3,1,1,1,1,11:36:44:5831,
11:36:49:2052,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 2 mL of Fentanyl
11:36:49:2052,Select Drug,Fentanyl,-,-,-,-,-,11:36:53:4114,
11:36:53:4114,Move Syringe,no,0.00,0,0,0,0,11:36:56:4686,
11:36:56:4686,Fill Syringe,Fentanyl,2,1,0,0,0,11:37:01:9697,
11:37:01:9697,Apply Lable,Fentanyl,2,1,1,0,0,11:37:03:8903,
11:37:03:8903,AdministerSyringe,Fentanyl,2,1,1,1,0,11:37:06:6738,
11:37:06:6738,Trash Syringe,Fentanyl,2,1,1,1,1,11:37:10:4965,
11:37:11:7057,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 7 mL of Succinylcholine
11:37:11:9709,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 3 mL of Fentanyl
11:37:11:9709,Select Drug,Fentanyl,-,-,-,-,-,11:37:19:4233,
11:37:19:4233,Move Syringe,no,0.00,0,0,0,0,11:37:22:6956,
11:37:22:6956,Fill Syringe,Fentanyl,3,1,0,0,0,11:37:27:0366,
11:37:27:0366,Apply Lable,Fentanyl,3,1,1,0,0,11:37:28:9247,
11:37:28:9247,AdministerSyringe,Fentanyl,3,1,1,1,0,11:37:31:8399,
11:37:31:8399,Trash Syringe,Fentanyl,3,1,1,1,1,11:37:35:5143,
11:37:36:9059,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 1 mL of Fentanyl
11:37:36:9059,Select Drug,Fentanyl,-,-,-,-,-,11:37:43:2508,
11:37:43:2508,Move Syringe,no,0.00,0,0,0,0,11:37:45:2652,
11:37:45:2652,Fill Syringe,Fentanyl,1,1,0,0,0,11:37:50:0366,
11:37:50:0366,Apply Lable,Fentanyl,1,1,1,0,0,11:37:51:8916,
11:37:51:8916,AdministerSyringe,Fentanyl,1,1,1,1,0,11:37:54:7909,
11:37:54:7909,Trash Syringe,Fentanyl,1,1,1,1,1,11:37:58:3835,
11:38:02:9083,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 3 mL of Rocuronium
11:38:02:9083,Select Drug,Rocuronium,-,-,-,-,-,11:38:07:9407,
11:38:07:9407,Move Syringe,no,0.00,0,0,0,0,11:38:09:6723,
11:38:09:6723,Fill Syringe,Rocuronium,3,1,0,0,0,11:38:12:3565,
11:38:12:3565,Apply Lable,Rocuronium,3,1,1,0,0,11:38:14:2440,
11:38:14:2440,AdministerSyringe,Rocuronium,3,1,1,1,0,11:38:16:4806,
11:38:16:4806,Trash Syringe,Rocuronium,3,1,1,1,1,11:38:20:2622,
11:38:22:2169,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
11:38:22:2169,Select Drug,Fentanyl,-,-,-,-,-,11:38:30:7602,
11:38:30:7602,Move Syringe,no,0.00,0,0,0,0,11:38:33:0065,
11:38:33:0065,Fill Syringe,Fentanyl,4,1,0,0,0,11:38:35:3267,
11:38:35:3267,Apply Lable,Fentanyl,4,1,1,0,0,11:38:37:3491,
11:38:37:3491,AdministerSyringe,Fentanyl,4,1,1,1,0,11:38:40:0490,
11:38:40:0490,Trash Syringe,Fentanyl,4,1,1,1,1,11:38:43:2315,
11:38:46:8759,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 5 mL of Vecuronium
11:38:46:8759,Select Drug,Vecuronium,-,-,-,-,-,11:38:51:0470,
11:38:51:0470,Move Syringe,no,0.00,0,0,0,0,11:38:53:1451,
11:38:53:1451,Fill Syringe,Vecuronium,5,1,0,0,0,11:38:55:6986,
11:38:55:6986,Apply Lable,Vecuronium,5,1,1,0,0,11:38:57:4526,
11:38:57:4526,AdministerSyringe,Vecuronium,5,1,1,1,0,11:38:59:9214,
11:38:59:9214,Trash Syringe,Vecuronium,5,1,1,1,1,11:39:02:9102,
11:39:04:5170,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 13 mL of Atropine
11:39:04:5170,Select Drug,Atropine,-,-,-,-,-,11:39:15:3188,
11:39:15:3188,Move Syringe,no,0.00,0,0,0,0,11:39:17:3488,
11:39:17:3488,Fill Syringe,Atropine,13,1,0,0,0,11:39:21:1270,
11:39:21:1270,Apply Lable,Atropine,13,1,1,0,0,11:39:23:4121,
11:39:23:4121,AdministerSyringe,Atropine,13,1,1,1,0,11:39:26:3279,
11:39:26:3279,Trash Syringe,Atropine,13,1,1,1,1,11:39:29:9969,
11:39:32:0381,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 15 mL of Atropine
11:39:32:0381,Select Drug,Atropine,-,-,-,-,-,11:39:34:2389,
11:39:34:2389,Move Syringe,no,0.00,0,0,0,0,11:39:36:0382,
11:39:36:0382,Fill Syringe,Atropine,15,1,0,0,0,11:39:45:1726,
11:39:45:1726,Apply Lable,Atropine,15,1,1,0,0,11:39:46:9619,
11:39:46:9619,AdministerSyringe,Atropine,15,1,1,1,0,11:39:49:4631,
11:39:49:4631,Trash Syringe,Atropine,15,1,1,1,1,11:39:52:2334,
11:39:54:6526,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
11:39:54:6526,Select Drug,Succinylcholine,-,-,-,-,-,11:40:03:2848,
11:40:03:2848,Move Syringe,no,0.00,0,0,0,0,11:40:05:2673,
11:40:05:2673,Fill Syringe,Succinylcholine,8,1,0,0,0,11:40:10:4366,
11:40:10:4366,Apply Lable,Succinylcholine,8,1,1,0,0,11:40:13:3932,
11:40:13:3932,AdministerSyringe,Succinylcholine,8,1,1,1,0,11:40:22:0168,
11:40:22:0168,Trash Syringe,Succinylcholine,8,1,1,1,1,11:40:25:2656,
11:40:27:1873,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 6 mL of Lidocaine
11:40:27:1873,Select Drug,Lidocaine,-,-,-,-,-,11:40:30:9117,
11:40:30:9117,Move Syringe,no,0.00,0,0,0,0,11:40:32:6287,
11:40:32:6287,Fill Syringe,Lidocaine,6,1,0,0,0,11:40:35:6106,
11:40:35:6106,Apply Lable,Lidocaine,6,1,1,0,0,11:40:37:4655,
11:40:37:4655,AdministerSyringe,Lidocaine,6,1,1,1,0,11:40:40:8288,
11:40:40:8288,Trash Syringe,Lidocaine,6,1,1,1,1,11:40:43:8709,
11:40:45:8924,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 3 mL of Lidocaine
11:40:45:8924,Select Drug,Lidocaine,-,-,-,-,-,11:40:47:7280,
11:40:47:7280,Move Syringe,no,0.00,0,0,0,0,11:40:57:1993,
11:40:57:1993,Fill Syringe,Lidocaine,3,1,0,0,0,11:41:00:2483,
11:41:00:2483,Apply Lable,Lidocaine,3,1,1,0,0,11:41:02:2856,
11:41:02:2856,AdministerSyringe,Lidocaine,3,1,1,1,0,11:41:05:3502,
11:41:05:3502,Trash Syringe,Lidocaine,3,1,1,1,1,11:41:08:9631,
11:41:09:8740,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
11:41:09:8740,Select Drug,Vecuronium,-,-,-,-,-,11:41:14:0457,
11:41:14:0457,Move Syringe,no,0.00,0,0,0,0,11:41:15:7803,
11:41:15:7803,Fill Syringe,Vecuronium,6,1,0,0,0,11:41:19:5585,
11:41:19:5585,Apply Lable,Vecuronium,6,1,1,0,0,11:41:21:4577,
11:41:21:4577,AdministerSyringe,Vecuronium,6,1,1,1,0,11:41:25:3839,
11:41:25:3839,Trash Syringe,Vecuronium,6,1,1,1,1,11:41:32:5127,

