Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
09:19:11:0617,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
09:19:11:0622,Select Drug,Vecuronium,-,-,-,-,-,09:19:28:2014,
09:19:28:2014,Move Syringe,no,0.00,0,0,0,0,09:19:37:8204,
09:19:37:8204,Fill Syringe,Vecuronium,6,1,0,0,0,09:20:07:8893,
09:20:07:8893,Apply Lable,Vecuronium,6,1,1,0,0,09:20:26:4588,
09:20:26:4588,AdministerSyringe,Vecuronium,6,1,1,1,0,09:20:35:0240,
09:20:35:0240,Trash Syringe,Vecuronium,6,1,1,1,1,09:20:43:2277,
09:22:09:2579,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
09:22:09:2579,Select Drug,Midazolam,-,-,-,-,-,09:22:26:2226,
09:22:26:2226,Move Syringe,no,0.00,0,0,0,0,09:22:47:5851,
09:22:47:5851,Fill Syringe,Midazolam,8,1,0,0,0,09:22:49:0129,
09:22:49:0129,Apply Lable,Midazolam,8,1,1,0,0,09:23:00:4243,
09:23:00:4243,AdministerSyringe,Midazolam,8,1,1,1,0,09:23:10:8283,
09:23:10:8283,Trash Syringe,Midazolam,8,1,1,1,1,09:23:19:2888,
09:23:22:0552,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:23:22:0552,Select Drug,Atropine,-,-,-,-,-,09:23:28:1179,
09:23:28:1179,Move Syringe,no,0.00,0,0,0,0,09:23:32:3669,
09:23:32:3669,Fill Syringe,Atropine,12,1,0,0,0,09:23:40:8501,
09:23:40:8501,Apply Lable,Atropine,12,1,1,0,0,09:23:43:0695,
09:23:43:0695,AdministerSyringe,Atropine,12,1,1,1,0,09:23:59:6525,
09:23:59:6525,Trash Syringe,Atropine,12,1,1,1,1,09:24:04:8729,
09:24:07:2748,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
09:24:07:2748,Select Drug,Lidocaine,-,-,-,-,-,09:24:12:8051,
09:24:12:8051,Move Syringe,no,0.00,0,0,0,0,09:24:16:3431,
09:24:16:3431,Fill Syringe,Lidocaine,4,1,0,0,0,09:24:22:6384,
09:24:22:6384,Apply Lable,Lidocaine,4,1,1,0,0,09:24:24:6429,
09:24:24:6429,AdministerSyringe,Lidocaine,4,1,1,1,0,09:24:31:5844,
09:24:31:5844,Trash Syringe,Lidocaine,4,1,1,1,1,09:24:36:9022,

