Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
09:26:10:2215,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
09:26:10:2215,Select Drug,Vecuronium,-,-,-,-,-,09:26:16:7531,
09:26:16:7531,Move Syringe,no,0.00,0,0,0,0,09:26:19:6283,
09:26:19:6283,Fill Syringe,Vecuronium,6,1,0,0,0,09:26:23:5053,
09:26:23:5053,Apply Lable,Vecuronium,6,1,1,0,0,09:26:26:8838,
09:26:26:8838,AdministerSyringe,Vecuronium,6,1,1,1,0,09:26:31:7540,
09:26:31:7540,Trash Syringe,Vecuronium,6,1,1,1,1,09:26:38:1495,
09:26:39:6591,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
09:26:39:6591,Select Drug,Midazolam,-,-,-,-,-,09:26:54:3054,
09:26:54:3054,Move Syringe,no,0.00,0,0,0,0,09:26:58:7367,
09:26:58:7367,Fill Syringe,Midazolam,8,1,0,0,0,09:27:27:9760,
09:27:27:9760,Apply Lable,Midazolam,8,1,1,0,0,09:27:29:9136,
09:27:29:9136,AdministerSyringe,Midazolam,8,1,1,1,0,09:27:34:5856,
09:27:34:5856,Trash Syringe,Midazolam,8,1,1,1,1,09:27:39:3574,
09:27:40:5828,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
09:27:40:5828,Select Drug,Atropine,-,-,-,-,-,09:27:45:4977,
09:27:45:4977,Move Syringe,no,0.00,0,0,0,0,09:27:51:7022,
09:27:51:7022,Fill Syringe,Atropine,12,1,0,0,0,09:28:00:7935,
09:28:00:7935,Apply Lable,Atropine,12,1,1,0,0,09:28:02:4659,
09:28:02:4659,AdministerSyringe,Atropine,12,1,1,1,0,09:28:06:3103,
09:28:06:3103,Trash Syringe,Atropine,12,1,1,1,1,09:28:11:9714,
09:28:15:5030,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
09:28:15:5030,Select Drug,Lidocaine,-,-,-,-,-,09:28:21:5137,
09:28:21:5137,Move Syringe,no,0.00,0,0,0,0,09:28:23:8089,
09:28:23:8089,Fill Syringe,Lidocaine,4,1,0,0,0,09:28:29:3762,
09:28:29:3762,Apply Lable,Lidocaine,4,1,1,0,0,09:28:31:3635,
09:28:31:3635,AdministerSyringe,Lidocaine,4,1,1,1,0,09:28:47:5282,
09:28:47:5282,Trash Syringe,Lidocaine,4,1,1,1,1,09:28:51:4617,
09:28:52:8529,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
09:28:52:8529,Select Drug,Lidocaine,-,-,-,-,-,09:29:00:1906,
09:29:00:1906,Move Syringe,no,0.00,0,0,0,0,09:29:01:7883,
09:29:01:7883,Fill Syringe,Lidocaine,7,1,0,0,0,09:29:13:4028,
09:29:13:4028,Apply Lable,Lidocaine,7,1,1,0,0,09:29:15:1410,
09:29:15:1410,AdministerSyringe,Lidocaine,7,1,1,1,0,09:29:28:8093,
09:29:28:8093,Trash Syringe,Lidocaine,7,1,1,1,1,09:29:33:6571,
09:29:34:7681,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
09:29:34:7681,Select Drug,Midazolam,-,-,-,-,-,09:29:46:1782,
09:29:46:1782,Move Syringe,no,0.00,0,0,0,0,09:29:48:2738,
09:29:48:2738,Fill Syringe,Midazolam,5,1,0,0,0,09:29:54:4864,
09:29:54:4864,Apply Lable,Midazolam,5,1,1,0,0,09:29:56:3745,
09:29:56:3745,AdministerSyringe,Midazolam,5,1,1,1,0,09:29:59:9693,
09:29:59:9693,Trash Syringe,Midazolam,5,1,1,1,1,09:30:03:5634,
09:30:04:6072,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
09:30:04:6072,Select Drug,Propofol,-,-,-,-,-,09:30:15:0607,
09:30:15:0607,Move Syringe,no,0.00,0,0,0,0,09:30:17:5213,
09:30:17:5213,Fill Syringe,Propofol,22,1,0,0,0,09:30:23:0882,
09:30:23:0882,Apply Lable,Propofol,22,1,1,0,0,09:30:24:8433,
09:30:24:8433,AdministerSyringe,Propofol,22,1,1,1,0,09:30:28:1404,
09:30:28:1404,Trash Syringe,Propofol,22,1,1,1,1,09:30:32:1466,
09:30:33:2395,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
09:30:33:2395,Select Drug,Rocuronium,-,-,-,-,-,09:30:39:2699,
09:30:39:2699,Move Syringe,no,0.00,0,0,0,0,09:30:44:0999,
09:30:44:0999,Fill Syringe,Rocuronium,12,1,0,0,0,09:30:52:0723,
09:30:52:0723,Apply Lable,Rocuronium,12,1,1,0,0,09:30:53:6951,
09:30:53:6951,AdministerSyringe,Rocuronium,12,1,1,1,0,09:30:56:7272,
09:30:56:7272,Trash Syringe,Rocuronium,12,1,1,1,1,09:31:00:8947,
09:31:02:1763,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
09:31:02:1763,Select Drug,Propofol,-,-,-,-,-,09:31:12:3582,
09:31:12:3587,Move Syringe,no,0.00,0,0,0,0,09:31:14:0903,
09:31:14:0903,Fill Syringe,Propofol,28,1,0,0,0,09:31:19:6240,
