Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
15:04:55:3624,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
15:04:55:3629,Select Drug,Vecuronium,-,-,-,-,-,15:04:59:7741,
15:04:59:7741,Move Syringe,no,0.00,0,0,0,0,15:05:03:0469,
15:05:03:0469,Fill Syringe,Vecuronium,6,1,0,0,0,15:05:07:2877,
15:05:07:2877,Apply Lable,Vecuronium,6,1,1,0,0,15:05:10:9155,
15:05:10:9155,AdministerSyringe,Vecuronium,6,1,1,1,0,15:05:13:2502,
15:05:13:2502,Trash Syringe,Vecuronium,6,1,1,1,1,15:05:15:7039,
15:05:17:1112,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
15:05:20:7232,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
15:05:20:7232,Select Drug,Atropine,-,-,-,-,-,15:05:26:5012,
15:05:26:5012,Move Syringe,no,0.00,0,0,0,0,15:05:29:1573,
15:05:29:1573,Fill Syringe,Atropine,13,1,0,0,0,15:05:33:5645,
15:05:33:5645,AdministerSyringe,Atropine,13,1,0,1,0,15:05:36:2645,
15:05:36:2645,Trash Syringe,Atropine,13,1,0,1,1,15:05:40:4286,
15:05:43:6095,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
15:05:43:6095,Select Drug,Lidocaine,-,-,-,-,-,15:05:47:4989,
15:05:47:4994,Move Syringe,no,0.00,0,0,0,0,15:05:53:3762,
15:05:53:3762,Fill Syringe,Lidocaine,20,1,0,0,0,15:05:56:8895,
15:05:56:8895,Apply Lable,Lidocaine,20,1,1,0,0,15:05:57:9664,
15:05:57:9664,Trash Syringe,Lidocaine,20,1,1,0,1,15:05:58:9766,
15:05:58:9766,Select Drug,Lidocaine,-,-,-,-,-,15:06:00:1833,
15:06:00:1833,Move Syringe,no,0.00,0,0,0,0,15:06:01:6642,
15:06:01:6642,Fill Syringe,Lidocaine,4,1,0,0,0,15:06:07:7771,
15:06:07:7771,Apply Lable,Lidocaine,4,1,1,0,0,15:06:08:8199,
15:06:08:8199,AdministerSyringe,Lidocaine,4,1,1,1,0,15:06:10:9411,
15:06:10:9411,Trash Syringe,Lidocaine,4,1,1,1,1,15:06:18:4733,
15:06:19:3012,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
15:06:19:3012,Select Drug,Lidocaine,-,-,-,-,-,15:06:24:8475,
15:06:24:8475,Move Syringe,no,0.00,0,0,0,0,15:06:26:8249,
