Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
13:33:22:5489,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
13:33:22:5489,Select Drug,Vecuronium,-,-,-,-,-,13:33:27:1611,
13:33:27:1611,Move Syringe,no,0.00,0,0,0,0,13:33:34:7307,
13:33:34:7307,Fill Syringe,Vecuronium,6,1,0,0,0,13:33:40:4465,
13:33:40:4465,Apply Lable,Vecuronium,6,1,1,0,0,13:33:42:1023,
13:33:42:1023,AdministerSyringe,Vecuronium,6,1,1,1,0,13:33:44:3213,
13:33:44:3213,Trash Syringe,Vecuronium,6,1,1,1,1,13:33:47:4323,
13:33:58:2282,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
13:33:58:2282,Select Drug,Midazolam,-,-,-,-,-,13:34:01:5567,
13:34:01:5567,Move Syringe,no,0.00,0,0,0,0,13:34:03:5692,
13:34:03:5692,Fill Syringe,Midazolam,8,1,0,0,0,13:34:08:4407,
13:34:08:4407,Apply Lable,Midazolam,8,1,1,0,0,13:34:10:0305,
13:34:10:0305,AdministerSyringe,Midazolam,8,1,1,1,0,13:34:12:5658,
13:34:12:5658,Trash Syringe,Midazolam,8,1,1,1,1,13:34:17:4043,
13:34:18:3648,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
13:34:18:3648,Select Drug,Atropine,-,-,-,-,-,13:34:30:0056,
13:34:30:0056,Move Syringe,no,0.00,0,0,0,0,13:34:45:2220,
13:34:45:2220,Fill Syringe,Atropine,12,1,0,0,0,13:34:49:3984,
13:34:49:3984,Apply Lable,Atropine,12,1,1,0,0,13:34:51:2253,
13:34:51:2253,AdministerSyringe,Atropine,12,1,1,1,0,13:34:57:2989,
13:34:57:2989,Trash Syringe,Atropine,12,1,1,1,1,13:35:00:9292,
13:35:01:7244,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
13:35:01:7244,Select Drug,Lidocaine,-,-,-,-,-,13:35:05:0544,
13:35:05:0544,Move Syringe,no,0.00,0,0,0,0,13:35:07:9958,
13:35:07:9958,Fill Syringe,Lidocaine,4,1,0,0,0,13:35:11:7741,
13:35:11:7741,Apply Lable,Lidocaine,4,1,1,0,0,13:35:13:5617,
13:35:13:5617,AdministerSyringe,Lidocaine,4,1,1,1,0,13:35:15:8147,
13:35:15:8147,Trash Syringe,Lidocaine,4,1,1,1,1,13:35:18:6671,
13:35:24:8220,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
13:35:24:8220,Select Drug,Lidocaine,-,-,-,-,-,13:35:26:7582,
13:35:26:7582,Move Syringe,no,0.00,0,0,0,0,13:35:31:8216,
13:35:31:8216,Fill Syringe,Lidocaine,7,1,0,0,0,13:35:36:4935,
13:35:36:4935,Apply Lable,Lidocaine,7,1,1,0,0,13:35:38:3650,
13:35:38:3650,AdministerSyringe,Lidocaine,7,1,1,1,0,13:35:40:5017,
13:35:40:5017,Trash Syringe,Lidocaine,7,1,1,1,1,13:35:45:5192,
13:35:46:3645,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
13:35:46:3645,Select Drug,Midazolam,-,-,-,-,-,13:35:49:3586,
13:35:49:3586,Move Syringe,no,0.00,0,0,0,0,13:35:55:5827,
13:35:55:5827,Fill Syringe,Midazolam,5,1,0,0,0,13:35:58:3997,
13:35:58:3997,Apply Lable,Midazolam,5,1,1,0,0,13:36:00:0393,
13:36:00:0393,AdministerSyringe,Midazolam,5,1,1,1,0,13:36:02:2597,
13:36:02:2597,Trash Syringe,Midazolam,5,1,1,1,1,13:36:10:9827,
13:36:12:3077,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
13:36:12:3077,Select Drug,Propofol,-,-,-,-,-,13:36:19:3309,
13:36:19:3309,Move Syringe,no,0.00,0,0,0,0,13:36:21:7259,
13:36:21:7259,Fill Syringe,Propofol,22,1,0,0,0,13:36:25:3043,
13:36:25:3043,Apply Lable,Propofol,22,1,1,0,0,13:36:26:9778,
13:36:26:9778,AdministerSyringe,Propofol,22,1,1,1,0,13:36:37:3579,
13:36:37:3579,Trash Syringe,Propofol,22,1,1,1,1,13:36:41:8102,
13:36:42:4720,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
13:36:42:4720,Select Drug,Rocuronium,-,-,-,-,-,13:36:46:9535,
13:36:46:9535,Move Syringe,no,0.00,0,0,0,0,13:36:56:1505,
13:36:56:1505,Fill Syringe,Rocuronium,12,1,0,0,0,13:37:01:2703,
13:37:01:2703,Apply Lable,Rocuronium,12,1,1,0,0,13:37:03:0090,
13:37:03:0090,AdministerSyringe,Rocuronium,12,1,1,1,0,13:37:05:3620,
13:37:05:3620,Trash Syringe,Rocuronium,12,1,1,1,1,13:37:09:6416,
13:37:11:2063,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
13:37:11:2063,Select Drug,Propofol,-,-,-,-,-,13:37:25:3828,
13:37:25:3828,Move Syringe,no,0.00,0,0,0,0,13:37:28:0261,
13:37:28:0261,Fill Syringe,Propofol,28,1,0,0,0,13:37:28:9375,
13:37:28:9375,Apply Lable,Propofol,28,1,1,0,0,13:37:30:4943,
13:37:30:4943,AdministerSyringe,Propofol,28,1,1,1,0,13:37:32:8635,
13:37:32:8635,Trash Syringe,Propofol,28,1,1,1,1,13:37:36:6611,
13:37:37:2908,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
13:37:37:2908,Select Drug,Atropine,-,-,-,-,-,13:37:46:2221,
13:37:46:2221,Move Syringe,no,0.00,0,0,0,0,13:37:51:0355,
