Start Time,EventType,Drug Inside,Volume In Syringe,Is Filled?,Is Tagged?,Is Administered?,Is Trashed?,End Time,Notes
10:29:52:4100,New Task,Vecuronium,, ---,---,---,---,---,Prepare and administer 6 mL of Vecuronium
10:29:52:4100,Select Drug,Vecuronium,-,-,-,-,-,10:30:01:2651,
10:30:01:2651,Move Syringe,no,0.00,0,0,0,0,10:30:03:7932,
10:30:03:7932,Fill Syringe,Vecuronium,6,1,0,0,0,10:30:10:8663,
10:30:10:8663,Apply Lable,Vecuronium,6,1,1,0,0,10:30:12:3072,
10:30:12:3072,AdministerSyringe,Vecuronium,6,1,1,1,0,10:30:14:5933,
10:30:14:5933,Trash Syringe,Vecuronium,6,1,1,1,1,10:30:19:7179,
10:30:21:2755,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 8 mL of Midazolam
10:30:21:2755,Select Drug,Midazolam,-,-,-,-,-,10:30:33:7425,
10:30:33:7425,Move Syringe,no,0.00,0,0,0,0,10:30:36:0210,
10:30:36:0210,Fill Syringe,Midazolam,8,1,0,0,0,10:30:42:6642,
10:30:42:6642,Apply Lable,Midazolam,8,1,1,0,0,10:30:44:3035,
10:30:44:3035,AdministerSyringe,Midazolam,8,1,1,1,0,10:30:47:9648,
10:30:47:9648,Trash Syringe,Midazolam,8,1,1,1,1,10:30:52:1905,
10:30:53:3998,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
10:30:53:3998,Select Drug,Atropine,-,-,-,-,-,10:30:56:8595,
10:30:56:8595,Move Syringe,no,0.00,0,0,0,0,10:31:01:0592,
10:31:01:0592,Fill Syringe,Atropine,12,1,0,0,0,10:31:04:6883,
10:31:04:6883,Apply Lable,Atropine,12,1,1,0,0,10:31:07:1765,
10:31:07:1765,AdministerSyringe,Atropine,12,1,1,1,0,10:31:18:8473,
10:31:18:8473,Trash Syringe,Atropine,12,1,1,1,1,10:31:24:0161,
10:31:25:2584,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
10:31:25:2584,Select Drug,Lidocaine,-,-,-,-,-,10:31:41:9591,
10:31:41:9591,Move Syringe,no,0.00,0,0,0,0,10:31:44:5023,
10:31:44:5023,Fill Syringe,Lidocaine,4,1,0,0,0,10:31:48:6614,
10:31:48:6614,Apply Lable,Lidocaine,4,1,1,0,0,10:31:51:3721,
10:31:51:3721,AdministerSyringe,Lidocaine,4,1,1,1,0,10:32:02:7042,
10:32:02:7042,Trash Syringe,Lidocaine,4,1,1,1,1,10:32:07:2558,
10:32:08:6641,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 7 mL of Lidocaine
10:32:08:6641,Select Drug,Lidocaine,-,-,-,-,-,10:32:10:9202,
10:32:10:9202,Move Syringe,no,0.00,0,0,0,0,10:32:13:1647,
10:32:13:1647,Fill Syringe,Lidocaine,7,1,0,0,0,10:32:17:4566,
10:32:17:4566,Apply Lable,Lidocaine,7,1,1,0,0,10:32:18:8639,
10:32:18:8639,AdministerSyringe,Lidocaine,7,1,1,1,0,10:32:22:1772,
10:32:22:1772,Trash Syringe,Lidocaine,7,1,1,1,1,10:32:36:9322,
10:32:38:5063,New Task,Midazolam,, ---,---,---,---,---,Prepare and administer 5 mL of Midazolam
10:32:38:5063,Select Drug,Midazolam,-,-,-,-,-,10:32:43:3742,
10:32:43:3742,Move Syringe,no,0.00,0,0,0,0,10:32:45:6358,
10:32:45:6358,Fill Syringe,Midazolam,5,1,0,0,0,10:32:50:5570,
10:32:50:5570,Apply Lable,Midazolam,5,1,1,0,0,10:32:52:0475,
10:32:52:0475,AdministerSyringe,Midazolam,5,1,1,1,0,10:32:54:8965,
10:32:54:8965,Trash Syringe,Midazolam,5,1,1,1,1,10:32:59:1308,
10:33:06:3872,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 22 mL of Propofol
10:33:06:3872,Select Drug,Propofol,-,-,-,-,-,10:33:13:4938,
10:33:13:4938,Move Syringe,no,0.00,0,0,0,0,10:33:15:9042,
10:33:15:9042,Fill Syringe,Propofol,22,1,0,0,0,10:33:20:1124,
10:33:20:1124,Apply Lable,Propofol,22,1,1,0,0,10:33:22:4346,
10:33:22:4346,AdministerSyringe,Propofol,22,1,1,1,0,10:33:33:5523,
10:33:33:5523,Trash Syringe,Propofol,22,1,1,1,1,10:33:37:6227,
10:33:39:1302,New Task,Rocuronium,, ---,---,---,---,---,Prepare and administer 12 mL of Rocuronium
10:33:39:1302,Select Drug,Rocuronium,-,-,-,-,-,10:33:53:2249,
10:33:53:2249,Move Syringe,no,0.00,0,0,0,0,10:33:55:5861,
10:33:55:5861,Fill Syringe,Rocuronium,12,1,0,0,0,10:33:58:1881,
10:33:58:1881,Apply Lable,Rocuronium,12,1,1,0,0,10:33:59:6454,
10:33:59:6454,AdministerSyringe,Rocuronium,12,1,1,1,0,10:34:02:2800,
10:34:02:2800,Trash Syringe,Rocuronium,12,1,1,1,1,10:34:07:5661,
10:34:08:7929,New Task,Propofol,, ---,---,---,---,---,Prepare and administer 28 mL of Propofol
10:34:08:7929,Select Drug,Propofol,-,-,-,-,-,10:34:16:0743,
10:34:16:0743,Move Syringe,no,0.00,0,0,0,0,10:34:46:0215,
10:34:46:0215,Fill Syringe,Propofol,28,1,0,0,0,10:34:47:3471,
10:34:47:3471,Apply Lable,Propofol,28,1,1,0,0,10:34:51:6868,
10:34:51:6868,AdministerSyringe,Propofol,28,1,1,1,0,10:34:54:2712,
10:34:54:2712,Trash Syringe,Propofol,28,1,1,1,1,10:35:06:1031,
10:35:07:8583,New Task,Atropine,, ---,---,---,---,---,Prepare and administer 12 mL of Atropine
10:35:07:8583,Select Drug,Atropine,-,-,-,-,-,10:35:13:2948,
10:35:13:2948,Move Syringe,no,0.00,0,0,0,0,10:35:16:2192,
10:35:16:2192,Fill Syringe,Atropine,12,1,0,0,0,10:35:21:8689,
10:35:21:8689,Apply Lable,Atropine,12,1,1,0,0,10:35:23:3268,
10:35:23:3268,AdministerSyringe,Atropine,12,1,1,1,0,10:35:25:8280,
10:35:25:8280,Trash Syringe,Atropine,12,1,1,1,1,10:35:30:1405,
10:35:31:3161,New Task,Succinylcholine,, ---,---,---,---,---,Prepare and administer 8 mL of Succinylcholine
10:35:31:3161,Select Drug,Atropine,-,-,-,-,-,10:35:40:9573,
10:35:40:9573,Remove Drug,Atropine,-,-,-,-,-,10:35:44:7605,
10:35:44:7605,Select Drug,Succinylcholine,-,-,-,-,-,10:35:49:2474,
10:35:49:2474,Move Syringe,no,0.00,0,0,0,0,10:35:51:4784,
10:35:51:4784,Fill Syringe,Succinylcholine,8,1,0,0,0,10:35:54:3290,
10:35:54:3290,Apply Lable,Succinylcholine,8,1,1,0,0,10:35:55:7859,
10:35:55:7859,AdministerSyringe,Succinylcholine,8,1,1,1,0,10:35:58:2214,
10:35:58:2214,Trash Syringe,Succinylcholine,8,1,1,1,1,10:36:13:4533,
10:36:14:5463,New Task,Lidocaine,, ---,---,---,---,---,Prepare and administer 4 mL of Lidocaine
10:36:14:5463,Select Drug,Lidocaine,-,-,-,-,-,10:36:19:1165,
10:36:19:1165,Move Syringe,no,0.00,0,0,0,0,10:36:26:0892,
10:36:26:0892,Fill Syringe,Lidocaine,4,1,0,0,0,10:36:31:1763,
10:36:31:1763,Apply Lable,Lidocaine,4,1,1,0,0,10:36:32:6828,
10:36:32:6828,AdministerSyringe,Lidocaine,4,1,1,1,0,10:36:36:0297,
10:36:36:0297,Trash Syringe,Lidocaine,4,1,1,1,1,10:36:41:1178,
10:36:42:0207,New Task,Fentanyl,, ---,---,---,---,---,Prepare and administer 4 mL of Fentanyl
10:36:42:0207,Select Drug,Fentanyl,-,-,-,-,-,10:36:55:3356,
10:36:55:3356,Move Syringe,no,0.00,0,0,0,0,10:36:57:3659,
10:36:57:3659,Fill Syringe,Fentanyl,4,1,0,0,0,10:36:59:4545,
10:36:59:4545,Apply Lable,Fentanyl,4,1,1,0,0,10:37:00:8286,
